grid,county,state,place,gradient
24821.0,Hunterdon,NJ,"Hunterdon County, NJ",8140.0
24822.0,Somerset,NJ,"Somerset County, NJ",8177.0
24823.0,Union,NJ,"Union County, NJ",8214.0
24521.0,Hunterdon,NJ,"Hunterdon County, NJ",8360.0
24522.0,Mercer,NJ,"Mercer County, NJ",8398.0
24523.0,Middlesex,NJ,"Middlesex County, NJ",8436.0
24524.0,Monmouth,NJ,"Monmouth County, NJ",8474.0
24222.0,Burlington,NJ,"Burlington County, NJ",8619.0
24223.0,Ocean,NJ,"Ocean County, NJ",8658.0
24224.0,Monmouth,NJ,"Monmouth County, NJ",8697.0
23920.0,Camden,NJ,"Camden County, NJ",8760.0
23921.0,Burlington,NJ,"Burlington County, NJ",8800.0
23922.0,Burlington,NJ,"Burlington County, NJ",8840.0
23923.0,Ocean,NJ,"Ocean County, NJ",8880.0
23924.0,Ocean,NJ,"Ocean County, NJ",8920.0
23619.0,Salem,NJ,"Salem County, NJ",8938.0
23620.0,Gloucester,NJ,"Gloucester County, NJ",8979.0
23621.0,Camden,NJ,"Camden County, NJ",9020.0
23622.0,Burlington,NJ,"Burlington County, NJ",9061.0
23623.0,Ocean,NJ,"Ocean County, NJ",9102.0
23319.0,Cumberland,NJ,"Cumberland County, NJ",9156.0
23320.0,Cumberland,NJ,"Cumberland County, NJ",9198.0
23321.0,Cumberland,NJ,"Cumberland County, NJ",9240.0
23322.0,Atlantic,NJ,"Atlantic County, NJ",9282.0
23021.0,Cape May,NJ,"Cape May County, NJ",9460.0
24985.0,Moffat,CO,"Moffat County, CO",3024.0
24986.0,Moffat,CO,"Moffat County, CO",3060.0
24987.0,Moffat,CO,"Moffat County, CO",3096.0
24988.0,Moffat,CO,"Moffat County, CO",3132.0
24989.0,Moffat,CO,"Moffat County, CO",3168.0
24990.0,Moffat,CO,"Moffat County, CO",3204.0
24991.0,Moffat,CO,"Moffat County, CO",3240.0
24992.0,Routt,CO,"Routt County, CO",3276.0
24993.0,Routt,CO,"Routt County, CO",3312.0
24994.0,Jackson,CO,"Jackson County, CO",3348.0
24995.0,Jackson,CO,"Jackson County, CO",3384.0
24996.0,Larimer,CO,"Larimer County, CO",3420.0
24997.0,Larimer,CO,"Larimer County, CO",3456.0
24998.0,Larimer,CO,"Larimer County, CO",3492.0
24999.0,Larimer,CO,"Larimer County, CO",3528.0
25000.0,Larimer,CO,"Larimer County, CO",3564.0
25001.0,Weld,CO,"Weld County, CO",3600.0
25002.0,Weld,CO,"Weld County, CO",3636.0
25003.0,Weld,CO,"Weld County, CO",3672.0
25004.0,Weld,CO,"Weld County, CO",3708.0
25005.0,Weld,CO,"Weld County, CO",3744.0
25006.0,Weld,CO,"Weld County, CO",3780.0
25007.0,Logan,CO,"Logan County, CO",3816.0
25008.0,Logan,CO,"Logan County, CO",3852.0
25009.0,Logan,CO,"Logan County, CO",3888.0
25010.0,Sedgwick,CO,"Sedgwick County, CO",3924.0
25011.0,Sedgwick,CO,"Sedgwick County, CO",3960.0
25012.0,Sedgwick,CO,"Sedgwick County, CO",3996.0
24685.0,Moffat,CO,"Moffat County, CO",3108.0
24686.0,Moffat,CO,"Moffat County, CO",3145.0
24687.0,Moffat,CO,"Moffat County, CO",3182.0
24688.0,Moffat,CO,"Moffat County, CO",3219.0
24689.0,Moffat,CO,"Moffat County, CO",3256.0
24690.0,Moffat,CO,"Moffat County, CO",3293.0
24691.0,Moffat,CO,"Moffat County, CO",3330.0
24692.0,Routt,CO,"Routt County, CO",3367.0
24693.0,Routt,CO,"Routt County, CO",3404.0
24694.0,Jackson,CO,"Jackson County, CO",3441.0
24695.0,Jackson,CO,"Jackson County, CO",3478.0
24696.0,Jackson,CO,"Jackson County, CO",3515.0
24697.0,Larimer,CO,"Larimer County, CO",3552.0
24698.0,Larimer,CO,"Larimer County, CO",3589.0
24699.0,Larimer,CO,"Larimer County, CO",3626.0
24700.0,Larimer,CO,"Larimer County, CO",3663.0
24701.0,Weld,CO,"Weld County, CO",3700.0
24702.0,Weld,CO,"Weld County, CO",3737.0
24703.0,Weld,CO,"Weld County, CO",3774.0
24704.0,Weld,CO,"Weld County, CO",3811.0
24705.0,Weld,CO,"Weld County, CO",3848.0
24706.0,Weld,CO,"Weld County, CO",3885.0
24707.0,Logan,CO,"Logan County, CO",3922.0
24708.0,Logan,CO,"Logan County, CO",3959.0
24709.0,Logan,CO,"Logan County, CO",3996.0
24710.0,Phillips,CO,"Phillips County, CO",4033.0
24711.0,Phillips,CO,"Phillips County, CO",4070.0
24712.0,Phillips,CO,"Phillips County, CO",4107.0
24385.0,Moffat,CO,"Moffat County, CO",3192.0
24386.0,Moffat,CO,"Moffat County, CO",3230.0
24387.0,Moffat,CO,"Moffat County, CO",3268.0
24388.0,Moffat,CO,"Moffat County, CO",3306.0
24389.0,Moffat,CO,"Moffat County, CO",3344.0
24390.0,Moffat,CO,"Moffat County, CO",3382.0
24391.0,Routt,CO,"Routt County, CO",3420.0
24392.0,Routt,CO,"Routt County, CO",3458.0
24393.0,Routt,CO,"Routt County, CO",3496.0
24394.0,Grand,CO,"Grand County, CO",3534.0
24395.0,Jackson,CO,"Jackson County, CO",3572.0
24396.0,Jackson,CO,"Jackson County, CO",3610.0
24397.0,Grand,CO,"Grand County, CO",3648.0
24398.0,Larimer,CO,"Larimer County, CO",3686.0
24399.0,Larimer,CO,"Larimer County, CO",3724.0
24400.0,Larimer,CO,"Larimer County, CO",3762.0
24401.0,Weld,CO,"Weld County, CO",3800.0
24402.0,Weld,CO,"Weld County, CO",3838.0
24403.0,Weld,CO,"Weld County, CO",3876.0
24404.0,Morgan,CO,"Morgan County, CO",3914.0
24405.0,Morgan,CO,"Morgan County, CO",3952.0
24406.0,Morgan,CO,"Morgan County, CO",3990.0
24407.0,Washington,CO,"Washington County, CO",4028.0
24408.0,Washington,CO,"Washington County, CO",4066.0
24409.0,Washington,CO,"Washington County, CO",4104.0
24410.0,Yuma,CO,"Yuma County, CO",4142.0
24411.0,Yuma,CO,"Yuma County, CO",4180.0
24412.0,Yuma,CO,"Yuma County, CO",4218.0
24085.0,Rio Blanco,CO,"Rio Blanco County, CO",3276.0
24086.0,Rio Blanco,CO,"Rio Blanco County, CO",3315.0
24087.0,Rio Blanco,CO,"Rio Blanco County, CO",3354.0
24088.0,Rio Blanco,CO,"Rio Blanco County, CO",3393.0
24089.0,Rio Blanco,CO,"Rio Blanco County, CO",3432.0
24090.0,Rio Blanco,CO,"Rio Blanco County, CO",3471.0
24091.0,Rio Blanco,CO,"Rio Blanco County, CO",3510.0
24092.0,Rio Blanco,CO,"Rio Blanco County, CO",3549.0
24093.0,Routt,CO,"Routt County, CO",3588.0
24094.0,Grand,CO,"Grand County, CO",3627.0
24095.0,Grand,CO,"Grand County, CO",3666.0
24096.0,Grand,CO,"Grand County, CO",3705.0
24097.0,Grand,CO,"Grand County, CO",3744.0
24098.0,Boulder,CO,"Boulder County, CO",3783.0
24099.0,Boulder,CO,"Boulder County, CO",3822.0
24100.0,Boulder,CO,"Boulder County, CO",3861.0
24101.0,Weld,CO,"Weld County, CO",3900.0
24102.0,Weld,CO,"Weld County, CO",3939.0
24103.0,Weld,CO,"Weld County, CO",3978.0
24104.0,Morgan,CO,"Morgan County, CO",4017.0
24105.0,Morgan,CO,"Morgan County, CO",4056.0
24106.0,Morgan,CO,"Morgan County, CO",4095.0
24107.0,Washington,CO,"Washington County, CO",4134.0
24108.0,Washington,CO,"Washington County, CO",4173.0
24109.0,Washington,CO,"Washington County, CO",4212.0
24110.0,Yuma,CO,"Yuma County, CO",4251.0
24111.0,Yuma,CO,"Yuma County, CO",4290.0
24112.0,Yuma,CO,"Yuma County, CO",4329.0
23785.0,Rio Blanco,CO,"Rio Blanco County, CO",3360.0
23786.0,Rio Blanco,CO,"Rio Blanco County, CO",3400.0
23787.0,Rio Blanco,CO,"Rio Blanco County, CO",3440.0
23788.0,Rio Blanco,CO,"Rio Blanco County, CO",3480.0
23789.0,Rio Blanco,CO,"Rio Blanco County, CO",3520.0
23790.0,Rio Blanco,CO,"Rio Blanco County, CO",3560.0
23791.0,Garfield,CO,"Garfield County, CO",3600.0
23792.0,Garfield,CO,"Garfield County, CO",3640.0
23793.0,Eagle,CO,"Eagle County, CO",3680.0
23794.0,Eagle,CO,"Eagle County, CO",3720.0
23795.0,Summit,CO,"Summit County, CO",3760.0
23796.0,Grand,CO,"Grand County, CO",3800.0
23797.0,Grand,CO,"Grand County, CO",3840.0
23798.0,Gilpin,CO,"Gilpin County, CO",3880.0
23799.0,Jefferson,CO,"Jefferson County, CO",3920.0
23800.0,Jefferson,CO,"Jefferson County, CO",3960.0
23801.0,Adams,CO,"Adams County, CO",4000.0
23802.0,Denver,CO,"Denver County, CO",4040.0
23803.0,Adams,CO,"Adams County, CO",4080.0
23804.0,Adams,CO,"Adams County, CO",4120.0
23805.0,Adams,CO,"Adams County, CO",4160.0
23806.0,Washington,CO,"Washington County, CO",4200.0
23807.0,Washington,CO,"Washington County, CO",4240.0
23808.0,Washington,CO,"Washington County, CO",4280.0
23809.0,Washington,CO,"Washington County, CO",4320.0
23810.0,Yuma,CO,"Yuma County, CO",4360.0
23811.0,Yuma,CO,"Yuma County, CO",4400.0
23812.0,Yuma,CO,"Yuma County, CO",4440.0
23485.0,Garfield,CO,"Garfield County, CO",3444.0
23486.0,Garfield,CO,"Garfield County, CO",3485.0
23487.0,Garfield,CO,"Garfield County, CO",3526.0
23488.0,Garfield,CO,"Garfield County, CO",3567.0
23489.0,Garfield,CO,"Garfield County, CO",3608.0
23490.0,Garfield,CO,"Garfield County, CO",3649.0
23491.0,Garfield,CO,"Garfield County, CO",3690.0
23492.0,Garfield,CO,"Garfield County, CO",3731.0
23493.0,Eagle,CO,"Eagle County, CO",3772.0
23494.0,Eagle,CO,"Eagle County, CO",3813.0
23495.0,Eagle,CO,"Eagle County, CO",3854.0
23496.0,Summit,CO,"Summit County, CO",3895.0
23497.0,Summit,CO,"Summit County, CO",3936.0
23498.0,Clear Creek,CO,"Clear Creek County, CO",3977.0
23499.0,Jefferson,CO,"Jefferson County, CO",4018.0
23500.0,Jefferson,CO,"Jefferson County, CO",4059.0
23501.0,Arapahoe,CO,"Arapahoe County, CO",4100.0
23502.0,Arapahoe,CO,"Arapahoe County, CO",4141.0
23503.0,Arapahoe,CO,"Arapahoe County, CO",4182.0
23504.0,Arapahoe,CO,"Arapahoe County, CO",4223.0
23505.0,Arapahoe,CO,"Arapahoe County, CO",4264.0
23506.0,Washington,CO,"Washington County, CO",4305.0
23507.0,Washington,CO,"Washington County, CO",4346.0
23508.0,Washington,CO,"Washington County, CO",4387.0
23509.0,Washington,CO,"Washington County, CO",4428.0
23510.0,Yuma,CO,"Yuma County, CO",4469.0
23511.0,Yuma,CO,"Yuma County, CO",4510.0
23512.0,Yuma,CO,"Yuma County, CO",4551.0
23185.0,Garfield,CO,"Garfield County, CO",3528.0
23186.0,Garfield,CO,"Garfield County, CO",3570.0
23187.0,Garfield,CO,"Garfield County, CO",3612.0
23188.0,Garfield,CO,"Garfield County, CO",3654.0
23189.0,Garfield,CO,"Garfield County, CO",3696.0
23190.0,Garfield,CO,"Garfield County, CO",3738.0
23191.0,Garfield,CO,"Garfield County, CO",3780.0
23192.0,Garfield,CO,"Garfield County, CO",3822.0
23193.0,Eagle,CO,"Eagle County, CO",3864.0
23194.0,Eagle,CO,"Eagle County, CO",3906.0
23195.0,Eagle,CO,"Eagle County, CO",3948.0
23196.0,Park,CO,"Park County, CO",3990.0
23197.0,Park,CO,"Park County, CO",4032.0
23198.0,Park,CO,"Park County, CO",4074.0
23199.0,Jefferson,CO,"Jefferson County, CO",4116.0
23200.0,Douglas,CO,"Douglas County, CO",4158.0
23201.0,Douglas,CO,"Douglas County, CO",4200.0
23202.0,Elbert,CO,"Elbert County, CO",4242.0
23203.0,Elbert,CO,"Elbert County, CO",4284.0
23204.0,Elbert,CO,"Elbert County, CO",4326.0
23205.0,Elbert,CO,"Elbert County, CO",4368.0
23206.0,Lincoln,CO,"Lincoln County, CO",4410.0
23207.0,Lincoln,CO,"Lincoln County, CO",4452.0
23208.0,Kit Carson,CO,"Kit Carson County, CO",4494.0
23209.0,Kit Carson,CO,"Kit Carson County, CO",4536.0
23210.0,Kit Carson,CO,"Kit Carson County, CO",4578.0
23211.0,Kit Carson,CO,"Kit Carson County, CO",4620.0
23212.0,Kit Carson,CO,"Kit Carson County, CO",4662.0
22885.0,Mesa,CO,"Mesa County, CO",3612.0
22886.0,Mesa,CO,"Mesa County, CO",3655.0
22887.0,Mesa,CO,"Mesa County, CO",3698.0
22888.0,Mesa,CO,"Mesa County, CO",3741.0
22889.0,Mesa,CO,"Mesa County, CO",3784.0
22890.0,Delta,CO,"Delta County, CO",3827.0
22891.0,Gunnison,CO,"Gunnison County, CO",3870.0
22892.0,Pitkin,CO,"Pitkin County, CO",3913.0
22893.0,Pitkin,CO,"Pitkin County, CO",3956.0
22894.0,Pitkin,CO,"Pitkin County, CO",3999.0
22895.0,Lake,CO,"Lake County, CO",4042.0
22896.0,Park,CO,"Park County, CO",4085.0
22897.0,Park,CO,"Park County, CO",4128.0
22898.0,Park,CO,"Park County, CO",4171.0
22899.0,Park,CO,"Park County, CO",4214.0
22900.0,Teller,CO,"Teller County, CO",4257.0
22901.0,El Paso,CO,"El Paso County, CO",4300.0
22902.0,El Paso,CO,"El Paso County, CO",4343.0
22903.0,El Paso,CO,"El Paso County, CO",4386.0
22904.0,El Paso,CO,"El Paso County, CO",4429.0
22905.0,Elbert,CO,"Elbert County, CO",4472.0
22906.0,Lincoln,CO,"Lincoln County, CO",4515.0
22907.0,Lincoln,CO,"Lincoln County, CO",4558.0
22908.0,Kit Carson,CO,"Kit Carson County, CO",4601.0
22909.0,Kit Carson,CO,"Kit Carson County, CO",4644.0
22910.0,Kit Carson,CO,"Kit Carson County, CO",4687.0
22911.0,Kit Carson,CO,"Kit Carson County, CO",4730.0
22912.0,Kit Carson,CO,"Kit Carson County, CO",4773.0
22585.0,Mesa,CO,"Mesa County, CO",3696.0
22586.0,Mesa,CO,"Mesa County, CO",3740.0
22587.0,Mesa,CO,"Mesa County, CO",3784.0
22588.0,Delta,CO,"Delta County, CO",3828.0
22589.0,Delta,CO,"Delta County, CO",3872.0
22590.0,Delta,CO,"Delta County, CO",3916.0
22591.0,Gunnison,CO,"Gunnison County, CO",3960.0
22592.0,Gunnison,CO,"Gunnison County, CO",4004.0
22593.0,Gunnison,CO,"Gunnison County, CO",4048.0
22594.0,Gunnison,CO,"Gunnison County, CO",4092.0
22595.0,Gunnison,CO,"Gunnison County, CO",4136.0
22596.0,Chaffee,CO,"Chaffee County, CO",4180.0
22597.0,Park,CO,"Park County, CO",4224.0
22598.0,Park,CO,"Park County, CO",4268.0
22599.0,Park,CO,"Park County, CO",4312.0
22600.0,Teller,CO,"Teller County, CO",4356.0
22601.0,El Paso,CO,"El Paso County, CO",4400.0
22602.0,El Paso,CO,"El Paso County, CO",4444.0
22603.0,El Paso,CO,"El Paso County, CO",4488.0
22604.0,El Paso,CO,"El Paso County, CO",4532.0
22605.0,Elbert,CO,"Elbert County, CO",4576.0
22606.0,Lincoln,CO,"Lincoln County, CO",4620.0
22607.0,Lincoln,CO,"Lincoln County, CO",4664.0
22608.0,Cheyenne,CO,"Cheyenne County, CO",4708.0
22609.0,Cheyenne,CO,"Cheyenne County, CO",4752.0
22610.0,Cheyenne,CO,"Cheyenne County, CO",4796.0
22611.0,Cheyenne,CO,"Cheyenne County, CO",4840.0
22612.0,Cheyenne,CO,"Cheyenne County, CO",4884.0
22285.0,Mesa,CO,"Mesa County, CO",3780.0
22286.0,Mesa,CO,"Mesa County, CO",3825.0
22287.0,Montrose,CO,"Montrose County, CO",3870.0
22288.0,Montrose,CO,"Montrose County, CO",3915.0
22289.0,Montrose,CO,"Montrose County, CO",3960.0
22290.0,Montrose,CO,"Montrose County, CO",4005.0
22291.0,Gunnison,CO,"Gunnison County, CO",4050.0
22292.0,Gunnison,CO,"Gunnison County, CO",4095.0
22293.0,Gunnison,CO,"Gunnison County, CO",4140.0
22294.0,Gunnison,CO,"Gunnison County, CO",4185.0
22295.0,Chaffee,CO,"Chaffee County, CO",4230.0
22296.0,Chaffee,CO,"Chaffee County, CO",4275.0
22297.0,Fremont,CO,"Fremont County, CO",4320.0
22298.0,Fremont,CO,"Fremont County, CO",4365.0
22299.0,Fremont,CO,"Fremont County, CO",4410.0
22300.0,Fremont,CO,"Fremont County, CO",4455.0
22301.0,El Paso,CO,"El Paso County, CO",4500.0
22302.0,El Paso,CO,"El Paso County, CO",4545.0
22303.0,El Paso,CO,"El Paso County, CO",4590.0
22304.0,El Paso,CO,"El Paso County, CO",4635.0
22305.0,Lincoln,CO,"Lincoln County, CO",4680.0
22306.0,Lincoln,CO,"Lincoln County, CO",4725.0
22307.0,Lincoln,CO,"Lincoln County, CO",4770.0
22308.0,Cheyenne,CO,"Cheyenne County, CO",4815.0
22309.0,Cheyenne,CO,"Cheyenne County, CO",4860.0
22310.0,Cheyenne,CO,"Cheyenne County, CO",4905.0
22311.0,Cheyenne,CO,"Cheyenne County, CO",4950.0
22312.0,Cheyenne,CO,"Cheyenne County, CO",4995.0
21985.0,Montrose,CO,"Montrose County, CO",3864.0
21986.0,Montrose,CO,"Montrose County, CO",3910.0
21987.0,Montrose,CO,"Montrose County, CO",3956.0
21988.0,Montrose,CO,"Montrose County, CO",4002.0
21989.0,Montrose,CO,"Montrose County, CO",4048.0
21990.0,Montrose,CO,"Montrose County, CO",4094.0
21991.0,Gunnison,CO,"Gunnison County, CO",4140.0
21992.0,Gunnison,CO,"Gunnison County, CO",4186.0
21993.0,Saguache,CO,"Saguache County, CO",4232.0
21994.0,Saguache,CO,"Saguache County, CO",4278.0
21995.0,Saguache,CO,"Saguache County, CO",4324.0
21996.0,Saguache,CO,"Saguache County, CO",4370.0
21997.0,Fremont,CO,"Fremont County, CO",4416.0
21998.0,Fremont,CO,"Fremont County, CO",4462.0
21999.0,Fremont,CO,"Fremont County, CO",4508.0
22000.0,Fremont,CO,"Fremont County, CO",4554.0
22001.0,Pueblo,CO,"Pueblo County, CO",4600.0
22002.0,Pueblo,CO,"Pueblo County, CO",4646.0
22003.0,Pueblo,CO,"Pueblo County, CO",4692.0
22004.0,Pueblo,CO,"Pueblo County, CO",4738.0
22005.0,Crowley,CO,"Crowley County, CO",4784.0
22006.0,Crowley,CO,"Crowley County, CO",4830.0
22007.0,Kiowa,CO,"Kiowa County, CO",4876.0
22008.0,Kiowa,CO,"Kiowa County, CO",4922.0
22009.0,Kiowa,CO,"Kiowa County, CO",4968.0
22010.0,Kiowa,CO,"Kiowa County, CO",5014.0
22011.0,Kiowa,CO,"Kiowa County, CO",5060.0
22012.0,Kiowa,CO,"Kiowa County, CO",5106.0
21685.0,San Miguel,CO,"San Miguel County, CO",3948.0
21686.0,San Miguel,CO,"San Miguel County, CO",3995.0
21687.0,San Miguel,CO,"San Miguel County, CO",4042.0
21688.0,San Miguel,CO,"San Miguel County, CO",4089.0
21689.0,Ouray,CO,"Ouray County, CO",4136.0
21690.0,Ouray,CO,"Ouray County, CO",4183.0
21691.0,Hinsdale,CO,"Hinsdale County, CO",4230.0
21692.0,Hinsdale,CO,"Hinsdale County, CO",4277.0
21693.0,Saguache,CO,"Saguache County, CO",4324.0
21694.0,Saguache,CO,"Saguache County, CO",4371.0
21695.0,Saguache,CO,"Saguache County, CO",4418.0
21696.0,Saguache,CO,"Saguache County, CO",4465.0
21697.0,Saguache,CO,"Saguache County, CO",4512.0
21698.0,Custer,CO,"Custer County, CO",4559.0
21699.0,Custer,CO,"Custer County, CO",4606.0
21700.0,Custer,CO,"Custer County, CO",4653.0
21701.0,Pueblo,CO,"Pueblo County, CO",4700.0
21702.0,Pueblo,CO,"Pueblo County, CO",4747.0
21703.0,Pueblo,CO,"Pueblo County, CO",4794.0
21704.0,Pueblo,CO,"Pueblo County, CO",4841.0
21705.0,Otero,CO,"Otero County, CO",4888.0
21706.0,Crowley,CO,"Crowley County, CO",4935.0
21707.0,Bent,CO,"Bent County, CO",4982.0
21708.0,Bent,CO,"Bent County, CO",5029.0
21709.0,Bent,CO,"Bent County, CO",5076.0
21710.0,Prowers,CO,"Prowers County, CO",5123.0
21711.0,Prowers,CO,"Prowers County, CO",5170.0
21712.0,Prowers,CO,"Prowers County, CO",5217.0
21385.0,Dolores,CO,"Dolores County, CO",4032.0
21386.0,Dolores,CO,"Dolores County, CO",4080.0
21387.0,Dolores,CO,"Dolores County, CO",4128.0
21388.0,San Miguel,CO,"San Miguel County, CO",4176.0
21389.0,San Miguel,CO,"San Miguel County, CO",4224.0
21390.0,San Juan,CO,"San Juan County, CO",4272.0
21391.0,Hinsdale,CO,"Hinsdale County, CO",4320.0
21392.0,Mineral,CO,"Mineral County, CO",4368.0
21393.0,Mineral,CO,"Mineral County, CO",4416.0
21394.0,Saguache,CO,"Saguache County, CO",4464.0
21395.0,Saguache,CO,"Saguache County, CO",4512.0
21396.0,Saguache,CO,"Saguache County, CO",4560.0
21397.0,Saguache,CO,"Saguache County, CO",4608.0
21398.0,Saguache,CO,"Saguache County, CO",4656.0
21399.0,Huerfano,CO,"Huerfano County, CO",4704.0
21400.0,Huerfano,CO,"Huerfano County, CO",4752.0
21401.0,Huerfano,CO,"Huerfano County, CO",4800.0
21402.0,Huerfano,CO,"Huerfano County, CO",4848.0
21403.0,Pueblo,CO,"Pueblo County, CO",4896.0
21404.0,Pueblo,CO,"Pueblo County, CO",4944.0
21405.0,Otero,CO,"Otero County, CO",4992.0
21406.0,Otero,CO,"Otero County, CO",5040.0
21407.0,Bent,CO,"Bent County, CO",5088.0
21408.0,Bent,CO,"Bent County, CO",5136.0
21409.0,Bent,CO,"Bent County, CO",5184.0
21410.0,Prowers,CO,"Prowers County, CO",5232.0
21411.0,Prowers,CO,"Prowers County, CO",5280.0
21412.0,Prowers,CO,"Prowers County, CO",5328.0
21085.0,Montezuma,CO,"Montezuma County, CO",4116.0
21086.0,Montezuma,CO,"Montezuma County, CO",4165.0
21087.0,Montezuma,CO,"Montezuma County, CO",4214.0
21088.0,Montezuma,CO,"Montezuma County, CO",4263.0
21089.0,La Plata,CO,"La Plata County, CO",4312.0
21090.0,La Plata,CO,"La Plata County, CO",4361.0
21091.0,Hinsdale,CO,"Hinsdale County, CO",4410.0
21092.0,Hinsdale,CO,"Hinsdale County, CO",4459.0
21093.0,Mineral,CO,"Mineral County, CO",4508.0
21094.0,Rio Grande,CO,"Rio Grande County, CO",4557.0
21095.0,Rio Grande,CO,"Rio Grande County, CO",4606.0
21096.0,Rio Grande,CO,"Rio Grande County, CO",4655.0
21097.0,Alamosa,CO,"Alamosa County, CO",4704.0
21098.0,Alamosa,CO,"Alamosa County, CO",4753.0
21099.0,Costilla,CO,"Costilla County, CO",4802.0
21100.0,Huerfano,CO,"Huerfano County, CO",4851.0
21101.0,Huerfano,CO,"Huerfano County, CO",4900.0
21102.0,Huerfano,CO,"Huerfano County, CO",4949.0
21103.0,Las Animas,CO,"Las Animas County, CO",4998.0
21104.0,Las Animas,CO,"Las Animas County, CO",5047.0
21105.0,Las Animas,CO,"Las Animas County, CO",5096.0
21106.0,Las Animas,CO,"Las Animas County, CO",5145.0
21107.0,Las Animas,CO,"Las Animas County, CO",5194.0
21108.0,Las Animas,CO,"Las Animas County, CO",5243.0
21109.0,Baca,CO,"Baca County, CO",5292.0
21110.0,Baca,CO,"Baca County, CO",5341.0
21111.0,Baca,CO,"Baca County, CO",5390.0
21112.0,Baca,CO,"Baca County, CO",5439.0
20785.0,Montezuma,CO,"Montezuma County, CO",4200.0
20786.0,Montezuma,CO,"Montezuma County, CO",4250.0
20787.0,Montezuma,CO,"Montezuma County, CO",4300.0
20788.0,Montezuma,CO,"Montezuma County, CO",4350.0
20789.0,La Plata,CO,"La Plata County, CO",4400.0
20790.0,La Plata,CO,"La Plata County, CO",4450.0
20791.0,Archuleta,CO,"Archuleta County, CO",4500.0
20792.0,Archuleta,CO,"Archuleta County, CO",4550.0
20793.0,Archuleta,CO,"Archuleta County, CO",4600.0
20794.0,Conejos,CO,"Conejos County, CO",4650.0
20795.0,Conejos,CO,"Conejos County, CO",4700.0
20796.0,Conejos,CO,"Conejos County, CO",4750.0
20797.0,Alamosa,CO,"Alamosa County, CO",4800.0
20798.0,Costilla,CO,"Costilla County, CO",4850.0
20799.0,Costilla,CO,"Costilla County, CO",4900.0
20800.0,Huerfano,CO,"Huerfano County, CO",4950.0
20801.0,Las Animas,CO,"Las Animas County, CO",5000.0
20802.0,Las Animas,CO,"Las Animas County, CO",5050.0
20803.0,Las Animas,CO,"Las Animas County, CO",5100.0
20804.0,Las Animas,CO,"Las Animas County, CO",5150.0
20805.0,Las Animas,CO,"Las Animas County, CO",5200.0
20806.0,Las Animas,CO,"Las Animas County, CO",5250.0
20807.0,Las Animas,CO,"Las Animas County, CO",5300.0
20808.0,Las Animas,CO,"Las Animas County, CO",5350.0
20809.0,Baca,CO,"Baca County, CO",5400.0
20810.0,Baca,CO,"Baca County, CO",5450.0
20811.0,Baca,CO,"Baca County, CO",5500.0
20812.0,Baca,CO,"Baca County, CO",5550.0
20485.0,Montezuma,CO,"Montezuma County, CO",4284.0
20486.0,Montezuma,CO,"Montezuma County, CO",4335.0
20487.0,Montezuma,CO,"Montezuma County, CO",4386.0
20488.0,La Plata,CO,"La Plata County, CO",4437.0
20489.0,La Plata,CO,"La Plata County, CO",4488.0
20490.0,La Plata,CO,"La Plata County, CO",4539.0
20491.0,Archuleta,CO,"Archuleta County, CO",4590.0
20492.0,Archuleta,CO,"Archuleta County, CO",4641.0
20493.0,Archuleta,CO,"Archuleta County, CO",4692.0
20494.0,Archuleta,CO,"Archuleta County, CO",4743.0
20495.0,Conejos,CO,"Conejos County, CO",4794.0
20496.0,Conejos,CO,"Conejos County, CO",4845.0
20497.0,Conejos,CO,"Conejos County, CO",4896.0
20498.0,Costilla,CO,"Costilla County, CO",4947.0
20499.0,Costilla,CO,"Costilla County, CO",4998.0
20500.0,Las Animas,CO,"Las Animas County, CO",5049.0
20501.0,Las Animas,CO,"Las Animas County, CO",5100.0
20502.0,Las Animas,CO,"Las Animas County, CO",5151.0
20503.0,Las Animas,CO,"Las Animas County, CO",5202.0
20504.0,Las Animas,CO,"Las Animas County, CO",5253.0
20505.0,Las Animas,CO,"Las Animas County, CO",5304.0
20506.0,Las Animas,CO,"Las Animas County, CO",5355.0
20507.0,Las Animas,CO,"Las Animas County, CO",5406.0
20508.0,Las Animas,CO,"Las Animas County, CO",5457.0
20509.0,Baca,CO,"Baca County, CO",5508.0
20510.0,Baca,CO,"Baca County, CO",5559.0
20511.0,Baca,CO,"Baca County, CO",5610.0
20512.0,Baca,CO,"Baca County, CO",5661.0
24438.0,Atchison,MO,"Atchison County, MO",5206.0
24439.0,Atchison,MO,"Atchison County, MO",5244.0
24440.0,Nodaway,MO,"Nodaway County, MO",5282.0
24441.0,Nodaway,MO,"Nodaway County, MO",5320.0
24442.0,Nodaway,MO,"Nodaway County, MO",5358.0
24443.0,Gentry,MO,"Gentry County, MO",5396.0
24444.0,Harrison,MO,"Harrison County, MO",5434.0
24445.0,Harrison,MO,"Harrison County, MO",5472.0
24446.0,Mercer,MO,"Mercer County, MO",5510.0
24447.0,Mercer,MO,"Mercer County, MO",5548.0
24448.0,Sullivan,MO,"Sullivan County, MO",5586.0
24449.0,Sullivan,MO,"Sullivan County, MO",5624.0
24450.0,Schuyler,MO,"Schuyler County, MO",5662.0
24451.0,Schuyler,MO,"Schuyler County, MO",5700.0
24452.0,Scotland,MO,"Scotland County, MO",5738.0
