grid,county,state,place,gradient
26794.0,Carbon,WY,"Carbon County, WY",2790.0
26795.0,Carbon,WY,"Carbon County, WY",2820.0
26796.0,Carbon,WY,"Carbon County, WY",2850.0
26797.0,Albany,WY,"Albany County, WY",2880.0
26798.0,Albany,WY,"Albany County, WY",2910.0
26799.0,Converse,WY,"Converse County, WY",2940.0
26800.0,Platte,WY,"Platte County, WY",2970.0
26801.0,Platte,WY,"Platte County, WY",3000.0
26802.0,Goshen,WY,"Goshen County, WY",3030.0
26803.0,Goshen,WY,"Goshen County, WY",3060.0
26804.0,Goshen,WY,"Goshen County, WY",3090.0
26477.0,Lincoln,WY,"Lincoln County, WY",2356.0
26478.0,Lincoln,WY,"Lincoln County, WY",2387.0
26479.0,Lincoln,WY,"Lincoln County, WY",2418.0
26480.0,Lincoln,WY,"Lincoln County, WY",2449.0
26481.0,Sweetwater,WY,"Sweetwater County, WY",2480.0
26482.0,Sweetwater,WY,"Sweetwater County, WY",2511.0
26483.0,Sweetwater,WY,"Sweetwater County, WY",2542.0
26484.0,Sweetwater,WY,"Sweetwater County, WY",2573.0
26485.0,Sweetwater,WY,"Sweetwater County, WY",2604.0
26486.0,Sweetwater,WY,"Sweetwater County, WY",2635.0
26487.0,Sweetwater,WY,"Sweetwater County, WY",2666.0
26488.0,Sweetwater,WY,"Sweetwater County, WY",2697.0
26489.0,Sweetwater,WY,"Sweetwater County, WY",2728.0
26490.0,Sweetwater,WY,"Sweetwater County, WY",2759.0
26491.0,Carbon,WY,"Carbon County, WY",2790.0
26492.0,Carbon,WY,"Carbon County, WY",2821.0
26493.0,Carbon,WY,"Carbon County, WY",2852.0
26494.0,Carbon,WY,"Carbon County, WY",2883.0
26495.0,Carbon,WY,"Carbon County, WY",2914.0
26496.0,Carbon,WY,"Carbon County, WY",2945.0
26497.0,Albany,WY,"Albany County, WY",2976.0
26498.0,Albany,WY,"Albany County, WY",3007.0
26499.0,Albany,WY,"Albany County, WY",3038.0
26500.0,Platte,WY,"Platte County, WY",3069.0
26501.0,Platte,WY,"Platte County, WY",3100.0
26502.0,Goshen,WY,"Goshen County, WY",3131.0
26503.0,Goshen,WY,"Goshen County, WY",3162.0
26504.0,Goshen,WY,"Goshen County, WY",3193.0
26177.0,Lincoln,WY,"Lincoln County, WY",2432.0
26178.0,Lincoln,WY,"Lincoln County, WY",2464.0
26179.0,Lincoln,WY,"Lincoln County, WY",2496.0
26180.0,Lincoln,WY,"Lincoln County, WY",2528.0
26181.0,Sweetwater,WY,"Sweetwater County, WY",2560.0
26182.0,Sweetwater,WY,"Sweetwater County, WY",2592.0
26183.0,Sweetwater,WY,"Sweetwater County, WY",2624.0
26184.0,Sweetwater,WY,"Sweetwater County, WY",2656.0
26185.0,Sweetwater,WY,"Sweetwater County, WY",2688.0
26186.0,Sweetwater,WY,"Sweetwater County, WY",2720.0
26187.0,Sweetwater,WY,"Sweetwater County, WY",2752.0
26188.0,Sweetwater,WY,"Sweetwater County, WY",2784.0
26189.0,Sweetwater,WY,"Sweetwater County, WY",2816.0
26190.0,Sweetwater,WY,"Sweetwater County, WY",2848.0
26191.0,Carbon,WY,"Carbon County, WY",2880.0
26192.0,Carbon,WY,"Carbon County, WY",2912.0
26193.0,Carbon,WY,"Carbon County, WY",2944.0
26194.0,Carbon,WY,"Carbon County, WY",2976.0
26195.0,Carbon,WY,"Carbon County, WY",3008.0
26196.0,Carbon,WY,"Carbon County, WY",3040.0
26197.0,Albany,WY,"Albany County, WY",3072.0
26198.0,Albany,WY,"Albany County, WY",3104.0
26199.0,Albany,WY,"Albany County, WY",3136.0
26200.0,Platte,WY,"Platte County, WY",3168.0
26201.0,Platte,WY,"Platte County, WY",3200.0
26202.0,Goshen,WY,"Goshen County, WY",3232.0
26203.0,Goshen,WY,"Goshen County, WY",3264.0
26204.0,Goshen,WY,"Goshen County, WY",3296.0
25877.0,Lincoln,WY,"Lincoln County, WY",2508.0
25878.0,Lincoln,WY,"Lincoln County, WY",2541.0
25879.0,Lincoln,WY,"Lincoln County, WY",2574.0
25880.0,Lincoln,WY,"Lincoln County, WY",2607.0
25881.0,Sweetwater,WY,"Sweetwater County, WY",2640.0
25882.0,Sweetwater,WY,"Sweetwater County, WY",2673.0
25883.0,Sweetwater,WY,"Sweetwater County, WY",2706.0
25884.0,Sweetwater,WY,"Sweetwater County, WY",2739.0
25885.0,Sweetwater,WY,"Sweetwater County, WY",2772.0
25886.0,Sweetwater,WY,"Sweetwater County, WY",2805.0
25887.0,Sweetwater,WY,"Sweetwater County, WY",2838.0
25888.0,Sweetwater,WY,"Sweetwater County, WY",2871.0
25889.0,Carbon,WY,"Carbon County, WY",2904.0
25890.0,Carbon,WY,"Carbon County, WY",2937.0
25891.0,Carbon,WY,"Carbon County, WY",2970.0
25892.0,Carbon,WY,"Carbon County, WY",3003.0
25893.0,Carbon,WY,"Carbon County, WY",3036.0
25894.0,Carbon,WY,"Carbon County, WY",3069.0
25895.0,Carbon,WY,"Carbon County, WY",3102.0
25896.0,Carbon,WY,"Carbon County, WY",3135.0
25897.0,Albany,WY,"Albany County, WY",3168.0
25898.0,Albany,WY,"Albany County, WY",3201.0
25899.0,Albany,WY,"Albany County, WY",3234.0
25900.0,Laramie,WY,"Laramie County, WY",3267.0
25901.0,Laramie,WY,"Laramie County, WY",3300.0
25902.0,Goshen,WY,"Goshen County, WY",3333.0
25903.0,Goshen,WY,"Goshen County, WY",3366.0
25904.0,Goshen,WY,"Goshen County, WY",3399.0
25577.0,Uinta,WY,"Uinta County, WY",2584.0
25578.0,Uinta,WY,"Uinta County, WY",2618.0
25579.0,Uinta,WY,"Uinta County, WY",2652.0
25580.0,Uinta,WY,"Uinta County, WY",2686.0
25581.0,Sweetwater,WY,"Sweetwater County, WY",2720.0
25582.0,Sweetwater,WY,"Sweetwater County, WY",2754.0
25583.0,Sweetwater,WY,"Sweetwater County, WY",2788.0
25584.0,Sweetwater,WY,"Sweetwater County, WY",2822.0
25585.0,Sweetwater,WY,"Sweetwater County, WY",2856.0
25586.0,Sweetwater,WY,"Sweetwater County, WY",2890.0
25587.0,Sweetwater,WY,"Sweetwater County, WY",2924.0
25588.0,Sweetwater,WY,"Sweetwater County, WY",2958.0
25589.0,Carbon,WY,"Carbon County, WY",2992.0
25590.0,Carbon,WY,"Carbon County, WY",3026.0
25591.0,Carbon,WY,"Carbon County, WY",3060.0
25592.0,Carbon,WY,"Carbon County, WY",3094.0
25593.0,Carbon,WY,"Carbon County, WY",3128.0
25594.0,Carbon,WY,"Carbon County, WY",3162.0
25595.0,Carbon,WY,"Carbon County, WY",3196.0
25596.0,Albany,WY,"Albany County, WY",3230.0
25597.0,Albany,WY,"Albany County, WY",3264.0
25598.0,Albany,WY,"Albany County, WY",3298.0
25599.0,Albany,WY,"Albany County, WY",3332.0
25600.0,Laramie,WY,"Laramie County, WY",3366.0
25601.0,Laramie,WY,"Laramie County, WY",3400.0
25602.0,Laramie,WY,"Laramie County, WY",3434.0
25603.0,Laramie,WY,"Laramie County, WY",3468.0
25604.0,Laramie,WY,"Laramie County, WY",3502.0
25277.0,Uinta,WY,"Uinta County, WY",2660.0
25278.0,Uinta,WY,"Uinta County, WY",2695.0
25279.0,Uinta,WY,"Uinta County, WY",2730.0
25280.0,Uinta,WY,"Uinta County, WY",2765.0
25281.0,Sweetwater,WY,"Sweetwater County, WY",2800.0
25282.0,Sweetwater,WY,"Sweetwater County, WY",2835.0
25283.0,Sweetwater,WY,"Sweetwater County, WY",2870.0
25284.0,Sweetwater,WY,"Sweetwater County, WY",2905.0
25285.0,Sweetwater,WY,"Sweetwater County, WY",2940.0
25286.0,Sweetwater,WY,"Sweetwater County, WY",2975.0
25287.0,Sweetwater,WY,"Sweetwater County, WY",3010.0
25288.0,Sweetwater,WY,"Sweetwater County, WY",3045.0
25289.0,Carbon,WY,"Carbon County, WY",3080.0
25290.0,Carbon,WY,"Carbon County, WY",3115.0
25291.0,Carbon,WY,"Carbon County, WY",3150.0
25292.0,Carbon,WY,"Carbon County, WY",3185.0
25293.0,Carbon,WY,"Carbon County, WY",3220.0
25294.0,Carbon,WY,"Carbon County, WY",3255.0
25295.0,Carbon,WY,"Carbon County, WY",3290.0
25296.0,Albany,WY,"Albany County, WY",3325.0
25297.0,Albany,WY,"Albany County, WY",3360.0
25298.0,Albany,WY,"Albany County, WY",3395.0
25299.0,Albany,WY,"Albany County, WY",3430.0
25300.0,Laramie,WY,"Laramie County, WY",3465.0
25301.0,Laramie,WY,"Laramie County, WY",3500.0
25302.0,Laramie,WY,"Laramie County, WY",3535.0
25303.0,Laramie,WY,"Laramie County, WY",3570.0
25304.0,Laramie,WY,"Laramie County, WY",3605.0
29920.0,St. Lawrence,NY,"St. Lawrence County, NY",4380.0
29921.0,St. Lawrence,NY,"St. Lawrence County, NY",4400.0
29922.0,Franklin,NY,"Franklin County, NY",4420.0
29923.0,Franklin,NY,"Franklin County, NY",4440.0
29924.0,Franklin,NY,"Franklin County, NY",4460.0
29925.0,Clinton,NY,"Clinton County, NY",4480.0
29926.0,Clinton,NY,"Clinton County, NY",4500.0
29927.0,Clinton,NY,"Clinton County, NY",4520.0
29619.0,St. Lawrence,NY,"St. Lawrence County, NY",4578.0
29620.0,St. Lawrence,NY,"St. Lawrence County, NY",4599.0
29621.0,St. Lawrence,NY,"St. Lawrence County, NY",4620.0
29622.0,St. Lawrence,NY,"St. Lawrence County, NY",4641.0
29623.0,Franklin,NY,"Franklin County, NY",4662.0
29624.0,Franklin,NY,"Franklin County, NY",4683.0
29625.0,Clinton,NY,"Clinton County, NY",4704.0
29626.0,Clinton,NY,"Clinton County, NY",4725.0
29317.0,Jefferson,NY,"Jefferson County, NY",4752.0
29318.0,St. Lawrence,NY,"St. Lawrence County, NY",4774.0
29319.0,St. Lawrence,NY,"St. Lawrence County, NY",4796.0
29320.0,St. Lawrence,NY,"St. Lawrence County, NY",4818.0
29321.0,St. Lawrence,NY,"St. Lawrence County, NY",4840.0
29322.0,St. Lawrence,NY,"St. Lawrence County, NY",4862.0
29323.0,Franklin,NY,"Franklin County, NY",4884.0
29324.0,Essex,NY,"Essex County, NY",4906.0
29325.0,Essex,NY,"Essex County, NY",4928.0
29326.0,Essex,NY,"Essex County, NY",4950.0
29327.0,Essex,NY,"Essex County, NY",4972.0
29016.0,Jefferson,NY,"Jefferson County, NY",4945.0
29017.0,Jefferson,NY,"Jefferson County, NY",4968.0
29018.0,Jefferson,NY,"Jefferson County, NY",4991.0
29019.0,Lewis,NY,"Lewis County, NY",5014.0
29020.0,St. Lawrence,NY,"St. Lawrence County, NY",5037.0
29021.0,St. Lawrence,NY,"St. Lawrence County, NY",5060.0
29022.0,St. Lawrence,NY,"St. Lawrence County, NY",5083.0
29023.0,Franklin,NY,"Franklin County, NY",5106.0
29024.0,Essex,NY,"Essex County, NY",5129.0
29025.0,Essex,NY,"Essex County, NY",5152.0
29026.0,Essex,NY,"Essex County, NY",5175.0
28716.0,Jefferson,NY,"Jefferson County, NY",5160.0
28717.0,Jefferson,NY,"Jefferson County, NY",5184.0
28718.0,Lewis,NY,"Lewis County, NY",5208.0
28719.0,Lewis,NY,"Lewis County, NY",5232.0
28720.0,Herkimer,NY,"Herkimer County, NY",5256.0
28721.0,Herkimer,NY,"Herkimer County, NY",5280.0
28722.0,Hamilton,NY,"Hamilton County, NY",5304.0
28723.0,Hamilton,NY,"Hamilton County, NY",5328.0
28724.0,Essex,NY,"Essex County, NY",5352.0
28725.0,Essex,NY,"Essex County, NY",5376.0
28726.0,Essex,NY,"Essex County, NY",5400.0
28727.0,Essex,NY,"Essex County, NY",5424.0
28416.0,Oswego,NY,"Oswego County, NY",5375.0
28417.0,Oswego,NY,"Oswego County, NY",5400.0
28418.0,Lewis,NY,"Lewis County, NY",5425.0
28419.0,Lewis,NY,"Lewis County, NY",5450.0
28420.0,Lewis,NY,"Lewis County, NY",5475.0
28421.0,Herkimer,NY,"Herkimer County, NY",5500.0
28422.0,Hamilton,NY,"Hamilton County, NY",5525.0
28423.0,Hamilton,NY,"Hamilton County, NY",5550.0
28424.0,Warren,NY,"Warren County, NY",5575.0
28425.0,Warren,NY,"Warren County, NY",5600.0
28426.0,Warren,NY,"Warren County, NY",5625.0
28090.0,Orleans,NY,"Orleans County, NY",4914.0
28090.0,Orleans,NY,"Orleans County, NY",4914.0
28114.0,Cayuga,NY,"Cayuga County, NY",5538.0
28115.0,Oswego,NY,"Oswego County, NY",5564.0
28116.0,Oswego,NY,"Oswego County, NY",5590.0
28117.0,Oswego,NY,"Oswego County, NY",5616.0
28118.0,Oneida,NY,"Oneida County, NY",5642.0
28119.0,Oneida,NY,"Oneida County, NY",5668.0
28120.0,Oneida,NY,"Oneida County, NY",5694.0
28121.0,Herkimer,NY,"Herkimer County, NY",5720.0
28122.0,Hamilton,NY,"Hamilton County, NY",5746.0
28123.0,Hamilton,NY,"Hamilton County, NY",5772.0
28124.0,Warren,NY,"Warren County, NY",5798.0
28125.0,Saratoga,NY,"Saratoga County, NY",5824.0
28126.0,Warren,NY,"Warren County, NY",5850.0
28127.0,Washington,NY,"Washington County, NY",5876.0
27805.0,Niagara,NY,"Niagara County, NY",5508.0
27806.0,Niagara,NY,"Niagara County, NY",5535.0
27807.0,Genesee,NY,"Genesee County, NY",5562.0
27808.0,Genesee,NY,"Genesee County, NY",5589.0
27809.0,Monroe,NY,"Monroe County, NY",5616.0
27810.0,Monroe,NY,"Monroe County, NY",5643.0
27811.0,Monroe,NY,"Monroe County, NY",5670.0
27812.0,Wayne,NY,"Wayne County, NY",5697.0
27813.0,Wayne,NY,"Wayne County, NY",5724.0
27814.0,Cayuga,NY,"Cayuga County, NY",5751.0
27815.0,Onondaga,NY,"Onondaga County, NY",5778.0
27816.0,Onondaga,NY,"Onondaga County, NY",5805.0
27817.0,Madison,NY,"Madison County, NY",5832.0
27818.0,Oneida,NY,"Oneida County, NY",5859.0
27819.0,Oneida,NY,"Oneida County, NY",5886.0
27820.0,Herkimer,NY,"Herkimer County, NY",5913.0
27821.0,Herkimer,NY,"Herkimer County, NY",5940.0
27822.0,Fulton,NY,"Fulton County, NY",5967.0
27823.0,Fulton,NY,"Fulton County, NY",5994.0
27824.0,Fulton,NY,"Fulton County, NY",6021.0
27825.0,Saratoga,NY,"Saratoga County, NY",6048.0
27826.0,Saratoga,NY,"Saratoga County, NY",6075.0
27827.0,Washington,NY,"Washington County, NY",6102.0
27505.0,Erie,NY,"Erie County, NY",5712.0
27506.0,Erie,NY,"Erie County, NY",5740.0
27507.0,Genesee,NY,"Genesee County, NY",5768.0
27508.0,Genesee,NY,"Genesee County, NY",5796.0
27509.0,Livingston,NY,"Livingston County, NY",5824.0
27510.0,Livingston,NY,"Livingston County, NY",5852.0
27511.0,Ontario,NY,"Ontario County, NY",5880.0
27512.0,Ontario,NY,"Ontario County, NY",5908.0
27513.0,Seneca,NY,"Seneca County, NY",5936.0
27514.0,Cayuga,NY,"Cayuga County, NY",5964.0
27515.0,Onondaga,NY,"Onondaga County, NY",5992.0
27516.0,Onondaga,NY,"Onondaga County, NY",6020.0
27517.0,Madison,NY,"Madison County, NY",6048.0
27518.0,Madison,NY,"Madison County, NY",6076.0
27519.0,Oneida,NY,"Oneida County, NY",6104.0
27520.0,Otsego,NY,"Otsego County, NY",6132.0
27521.0,Otsego,NY,"Otsego County, NY",6160.0
27522.0,Montgomery,NY,"Montgomery County, NY",6188.0
27523.0,Montgomery,NY,"Montgomery County, NY",6216.0
27524.0,Schenectady,NY,"Schenectady County, NY",6244.0
27525.0,Saratoga,NY,"Saratoga County, NY",6272.0
27526.0,Rensselaer,NY,"Rensselaer County, NY",6300.0
27527.0,Rensselaer,NY,"Rensselaer County, NY",6328.0
27205.0,Erie,NY,"Erie County, NY",5916.0
27206.0,Erie,NY,"Erie County, NY",5945.0
27207.0,Wyoming,NY,"Wyoming County, NY",5974.0
27208.0,Wyoming,NY,"Wyoming County, NY",6003.0
27209.0,Livingston,NY,"Livingston County, NY",6032.0
27210.0,Livingston,NY,"Livingston County, NY",6061.0
27211.0,Ontario,NY,"Ontario County, NY",6090.0
27212.0,Yates,NY,"Yates County, NY",6119.0
27213.0,Seneca,NY,"Seneca County, NY",6148.0
27214.0,Cayuga,NY,"Cayuga County, NY",6177.0
27215.0,Cayuga,NY,"Cayuga County, NY",6206.0
27216.0,Cortland,NY,"Cortland County, NY",6235.0
27217.0,Chenango,NY,"Chenango County, NY",6264.0
27218.0,Chenango,NY,"Chenango County, NY",6293.0
27219.0,Chenango,NY,"Chenango County, NY",6322.0
27220.0,Otsego,NY,"Otsego County, NY",6351.0
27221.0,Otsego,NY,"Otsego County, NY",6380.0
27222.0,Schoharie,NY,"Schoharie County, NY",6409.0
27223.0,Schoharie,NY,"Schoharie County, NY",6438.0
27224.0,Albany,NY,"Albany County, NY",6467.0
27225.0,Albany,NY,"Albany County, NY",6496.0
27226.0,Rensselaer,NY,"Rensselaer County, NY",6525.0
27227.0,Rensselaer,NY,"Rensselaer County, NY",6554.0
26903.0,Chautauqua,NY,"Chautauqua County, NY",6060.0
26904.0,Chautauqua,NY,"Chautauqua County, NY",6090.0
26905.0,Cattaraugus,NY,"Cattaraugus County, NY",6120.0
26906.0,Cattaraugus,NY,"Cattaraugus County, NY",6150.0
26907.0,Cattaraugus,NY,"Cattaraugus County, NY",6180.0
26908.0,Allegany,NY,"Allegany County, NY",6210.0
26909.0,Allegany,NY,"Allegany County, NY",6240.0
26910.0,Steuben,NY,"Steuben County, NY",6270.0
26911.0,Steuben,NY,"Steuben County, NY",6300.0
26912.0,Steuben,NY,"Steuben County, NY",6330.0
26913.0,Schuyler,NY,"Schuyler County, NY",6360.0
26914.0,Tompkins,NY,"Tompkins County, NY",6390.0
26915.0,Tompkins,NY,"Tompkins County, NY",6420.0
26916.0,Tioga,NY,"Tioga County, NY",6450.0
26917.0,Broome,NY,"Broome County, NY",6480.0
26918.0,Chenango,NY,"Chenango County, NY",6510.0
26919.0,Otsego,NY,"Otsego County, NY",6540.0
26920.0,Delaware,NY,"Delaware County, NY",6570.0
26921.0,Delaware,NY,"Delaware County, NY",6600.0
26922.0,Delaware,NY,"Delaware County, NY",6630.0
26923.0,Schoharie,NY,"Schoharie County, NY",6660.0
26924.0,Greene,NY,"Greene County, NY",6690.0
26925.0,Greene,NY,"Greene County, NY",6720.0
26926.0,Columbia,NY,"Columbia County, NY",6750.0
26602.0,Chautauqua,NY,"Chautauqua County, NY",6231.0
26603.0,Chautauqua,NY,"Chautauqua County, NY",6262.0
26604.0,Chautauqua,NY,"Chautauqua County, NY",6293.0
26605.0,Cattaraugus,NY,"Cattaraugus County, NY",6324.0
26606.0,Cattaraugus,NY,"Cattaraugus County, NY",6355.0
26607.0,Cattaraugus,NY,"Cattaraugus County, NY",6386.0
26608.0,Allegany,NY,"Allegany County, NY",6417.0
26609.0,Allegany,NY,"Allegany County, NY",6448.0
26610.0,Steuben,NY,"Steuben County, NY",6479.0
26611.0,Steuben,NY,"Steuben County, NY",6510.0
26612.0,Steuben,NY,"Steuben County, NY",6541.0
26613.0,Chemung,NY,"Chemung County, NY",6572.0
26614.0,Chemung,NY,"Chemung County, NY",6603.0
26615.0,Tioga,NY,"Tioga County, NY",6634.0
26616.0,Tioga,NY,"Tioga County, NY",6665.0
26617.0,Broome,NY,"Broome County, NY",6696.0
26618.0,Broome,NY,"Broome County, NY",6727.0
26619.0,Delaware,NY,"Delaware County, NY",6758.0
26620.0,Delaware,NY,"Delaware County, NY",6789.0
26621.0,Delaware,NY,"Delaware County, NY",6820.0
26622.0,Delaware,NY,"Delaware County, NY",6851.0
26623.0,Ulster,NY,"Ulster County, NY",6882.0
26624.0,Greene,NY,"Greene County, NY",6913.0
26625.0,Columbia,NY,"Columbia County, NY",6944.0
26626.0,Columbia,NY,"Columbia County, NY",6975.0
26320.0,Delaware,NY,"Delaware County, NY",7008.0
26321.0,Sullivan,NY,"Sullivan County, NY",7040.0
26322.0,Sullivan,NY,"Sullivan County, NY",7072.0
26323.0,Ulster,NY,"Ulster County, NY",7104.0
26324.0,Ulster,NY,"Ulster County, NY",7136.0
26325.0,Dutchess,NY,"Dutchess County, NY",7168.0
26326.0,Dutchess,NY,"Dutchess County, NY",7200.0
26021.0,Sullivan,NY,"Sullivan County, NY",7260.0
26022.0,Sullivan,NY,"Sullivan County, NY",7293.0
26023.0,Ulster,NY,"Ulster County, NY",7326.0
26024.0,Ulster,NY,"Ulster County, NY",7359.0
26025.0,Dutchess,NY,"Dutchess County, NY",7392.0
26026.0,Dutchess,NY,"Dutchess County, NY",7425.0
25722.0,Orange,NY,"Orange County, NY",7514.0
25723.0,Orange,NY,"Orange County, NY",7548.0
25724.0,Orange,NY,"Orange County, NY",7582.0
25725.0,Putnam,NY,"Putnam County, NY",7616.0
25726.0,Putnam,NY,"Putnam County, NY",7650.0
25424.0,Rockland,NY,"Rockland County, NY",7805.0
25425.0,Westchester,NY,"Westchester County, NY",7840.0
25125.0,Bronx,NY,"Bronx County, NY",8064.0
25126.0,Nassau,NY,"Nassau County, NY",8100.0
25127.0,Suffolk,NY,"Suffolk County, NY",8136.0
25128.0,Suffolk,NY,"Suffolk County, NY",8172.0
25129.0,Suffolk,NY,"Suffolk County, NY",8208.0
25130.0,Suffolk,NY,"Suffolk County, NY",8244.0
25131.0,Suffolk,NY,"Suffolk County, NY",8280.0
24824.0,Richmond,NY,"Richmond County, NY",8251.0
24825.0,Kings,NY,"Kings County, NY",8288.0
24826.0,Nassau,NY,"Nassau County, NY",8325.0
24827.0,Suffolk,NY,"Suffolk County, NY",8362.0
29928.0,Franklin,VT,"Franklin County, VT",4540.0
29929.0,Franklin,VT,"Franklin County, VT",4560.0
29930.0,Franklin,VT,"Franklin County, VT",4580.0
29931.0,Orleans,VT,"Orleans County, VT",4600.0
29932.0,Orleans,VT,"Orleans County, VT",4620.0
29933.0,Essex,VT,"Essex County, VT",4640.0
29934.0,Essex,VT,"Essex County, VT",4660.0
29627.0,Grand Isle,VT,"Grand Isle County, VT",4746.0
29628.0,Chittenden,VT,"Chittenden County, VT",4767.0
29629.0,Lamoille,VT,"Lamoille County, VT",4788.0
29630.0,Lamoille,VT,"Lamoille County, VT",4809.0
29631.0,Orleans,VT,"Orleans County, VT",4830.0
29632.0,Caledonia,VT,"Caledonia County, VT",4851.0
29633.0,Caledonia,VT,"Caledonia County, VT",4872.0
29634.0,Essex,VT,"Essex County, VT",4893.0
29328.0,Chittenden,VT,"Chittenden County, VT",4994.0
29329.0,Chittenden,VT,"Chittenden County, VT",5016.0
29330.0,Washington,VT,"Washington County, VT",5038.0
29331.0,Washington,VT,"Washington County, VT",5060.0
29332.0,Caledonia,VT,"Caledonia County, VT",5082.0
29333.0,Caledonia,VT,"Caledonia County, VT",5104.0
29027.0,Addison,VT,"Addison County, VT",5198.0
29028.0,Addison,VT,"Addison County, VT",5221.0
29029.0,Washington,VT,"Washington County, VT",5244.0
29030.0,Washington,VT,"Washington County, VT",5267.0
29031.0,Orange,VT,"Orange County, VT",5290.0
29032.0,Orange,VT,"Orange County, VT",5313.0
28728.0,Addison,VT,"Addison County, VT",5448.0
28729.0,Windsor,VT,"Windsor County, VT",5472.0
28730.0,Windsor,VT,"Windsor County, VT",5496.0
28731.0,Orange,VT,"Orange County, VT",5520.0
28427.0,Rutland,VT,"Rutland County, VT",5650.0
28428.0,Rutland,VT,"Rutland County, VT",5675.0
28429.0,Rutland,VT,"Rutland County, VT",5700.0
28430.0,Windsor,VT,"Windsor County, VT",5725.0
28431.0,Windsor,VT,"Windsor County, VT",5750.0
28128.0,Rutland,VT,"Rutland County, VT",5902.0
28129.0,Rutland,VT,"Rutland County, VT",5928.0
28130.0,Windsor,VT,"Windsor County, VT",5954.0
27828.0,Bennington,VT,"Bennington County, VT",6129.0
27829.0,Bennington,VT,"Bennington County, VT",6156.0
27830.0,Windham,VT,"Windham County, VT",6183.0
27528.0,Bennington,VT,"Bennington County, VT",6356.0
27529.0,Windham,VT,"Windham County, VT",6384.0
27530.0,Windham,VT,"Windham County, VT",6412.0
28035.0,Lyon,IA,"Lyon County, IA",3484.0
28036.0,Lyon,IA,"Lyon County, IA",3510.0
28037.0,Lyon,IA,"Lyon County, IA",3536.0
28038.0,Osceola,IA,"Osceola County, IA",3562.0
28039.0,Dickinson,IA,"Dickinson County, IA",3588.0
28040.0,Dickinson,IA,"Dickinson County, IA",3614.0
28041.0,Emmet,IA,"Emmet County, IA",3640.0
28042.0,Emmet,IA,"Emmet County, IA",3666.0
28043.0,Kossuth,IA,"Kossuth County, IA",3692.0
28044.0,Kossuth,IA,"Kossuth County, IA",3718.0
28045.0,Winnebago,IA,"Winnebago County, IA",3744.0
28046.0,Winnebago,IA,"Winnebago County, IA",3770.0
28047.0,Worth,IA,"Worth County, IA",3796.0
28048.0,Worth,IA,"Worth County, IA",3822.0
28049.0,Mitchell,IA,"Mitchell County, IA",3848.0
28050.0,Mitchell,IA,"Mitchell County, IA",3874.0
28051.0,Howard,IA,"Howard County, IA",3900.0
28052.0,Howard,IA,"Howard County, IA",3926.0
28053.0,Winneshiek,IA,"Winneshiek County, IA",3952.0
28054.0,Winneshiek,IA,"Winneshiek County, IA",3978.0
28055.0,Allamakee,IA,"Allamakee County, IA",4004.0
27735.0,Sioux,IA,"Sioux County, IA",3618.0
27736.0,Sioux,IA,"Sioux County, IA",3645.0
27737.0,Sioux,IA,"Sioux County, IA",3672.0
27738.0,O'Brien,IA,"O'Brien County, IA",3699.0
27739.0,Clay,IA,"Clay County, IA",3726.0
27740.0,Clay,IA,"Clay County, IA",3753.0
27741.0,Palo Alto,IA,"Palo Alto County, IA",3780.0
27742.0,Palo Alto,IA,"Palo Alto County, IA",3807.0
27743.0,Kossuth,IA,"Kossuth County, IA",3834.0
27744.0,Kossuth,IA,"Kossuth County, IA",3861.0
27745.0,Hancock,IA,"Hancock County, IA",3888.0
27746.0,Hancock,IA,"Hancock County, IA",3915.0
27747.0,Cerro Gordo,IA,"Cerro Gordo County, IA",3942.0
27748.0,Cerro Gordo,IA,"Cerro Gordo County, IA",3969.0
27749.0,Floyd,IA,"Floyd County, IA",3996.0
27750.0,Floyd,IA,"Floyd County, IA",4023.0
27751.0,Chickasaw,IA,"Chickasaw County, IA",4050.0
27752.0,Chickasaw,IA,"Chickasaw County, IA",4077.0
27753.0,Winneshiek,IA,"Winneshiek County, IA",4104.0
27754.0,Winneshiek,IA,"Winneshiek County, IA",4131.0
27755.0,Allamakee,IA,"Allamakee County, IA",4158.0
27435.0,Plymouth,IA,"Plymouth County, IA",3752.0
27436.0,Plymouth,IA,"Plymouth County, IA",3780.0
27437.0,Plymouth,IA,"Plymouth County, IA",3808.0
27438.0,Cherokee,IA,"Cherokee County, IA",3836.0
27439.0,Buena Vista,IA,"Buena Vista County, IA",3864.0
27440.0,Buena Vista,IA,"Buena Vista County, IA",3892.0
27441.0,Pocahontas,IA,"Pocahontas County, IA",3920.0
27442.0,Pocahontas,IA,"Pocahontas County, IA",3948.0
27443.0,Humboldt,IA,"Humboldt County, IA",3976.0
27444.0,Humboldt,IA,"Humboldt County, IA",4004.0
27445.0,Wright,IA,"Wright County, IA",4032.0
27446.0,Wright,IA,"Wright County, IA",4060.0
27447.0,Franklin,IA,"Franklin County, IA",4088.0
27448.0,Franklin,IA,"Franklin County, IA",4116.0
27449.0,Butler,IA,"Butler County, IA",4144.0
27450.0,Butler,IA,"Butler County, IA",4172.0
27451.0,Bremer,IA,"Bremer County, IA",4200.0
27452.0,Bremer,IA,"Bremer County, IA",4228.0
27453.0,Fayette,IA,"Fayette County, IA",4256.0
27454.0,Fayette,IA,"Fayette County, IA",4284.0
