grid,statefp,county,state
21060.0,32.0,Lincoln,NV
21061.0,32.0,Lincoln,NV
21062.0,32.0,Lincoln,NV
21063.0,32.0,Lincoln,NV
21064.0,32.0,Lincoln,NV
20750.0,32.0,Esmeralda,NV
20751.0,32.0,Esmeralda,NV
20752.0,32.0,Nye,NV
20753.0,32.0,Nye,NV
20754.0,32.0,Nye,NV
20755.0,32.0,Nye,NV
20756.0,32.0,Nye,NV
20757.0,32.0,Lincoln,NV
20758.0,32.0,Lincoln,NV
20759.0,32.0,Lincoln,NV
20760.0,32.0,Lincoln,NV
20761.0,32.0,Lincoln,NV
20762.0,32.0,Lincoln,NV
20763.0,32.0,Lincoln,NV
20764.0,32.0,Lincoln,NV
20452.0,32.0,Nye,NV
20453.0,32.0,Nye,NV
20454.0,32.0,Nye,NV
20455.0,32.0,Nye,NV
20456.0,32.0,Nye,NV
20457.0,32.0,Lincoln,NV
20458.0,32.0,Lincoln,NV
20459.0,32.0,Lincoln,NV
20460.0,32.0,Lincoln,NV
20461.0,32.0,Lincoln,NV
20462.0,32.0,Lincoln,NV
20463.0,32.0,Lincoln,NV
20464.0,32.0,Lincoln,NV
20153.0,32.0,Nye,NV
20154.0,32.0,Nye,NV
20155.0,32.0,Nye,NV
20156.0,32.0,Nye,NV
20157.0,32.0,Lincoln,NV
20158.0,32.0,Lincoln,NV
20159.0,32.0,Lincoln,NV
20160.0,32.0,Lincoln,NV
20161.0,32.0,Lincoln,NV
20162.0,32.0,Lincoln,NV
20163.0,32.0,Lincoln,NV
20164.0,32.0,Lincoln,NV
19854.0,32.0,Nye,NV
19855.0,32.0,Nye,NV
19856.0,32.0,Nye,NV
19857.0,32.0,Clark,NV
19858.0,32.0,Clark,NV
19859.0,32.0,Clark,NV
19860.0,32.0,Clark,NV
19861.0,32.0,Clark,NV
19862.0,32.0,Clark,NV
19863.0,32.0,Clark,NV
19864.0,32.0,Clark,NV
19555.0,32.0,Nye,NV
19556.0,32.0,Nye,NV
19557.0,32.0,Clark,NV
19558.0,32.0,Clark,NV
19559.0,32.0,Clark,NV
19560.0,32.0,Clark,NV
19561.0,32.0,Clark,NV
19562.0,32.0,Clark,NV
19563.0,32.0,Clark,NV
19564.0,32.0,Clark,NV
19257.0,32.0,Nye,NV
19258.0,32.0,Clark,NV
19259.0,32.0,Clark,NV
19260.0,32.0,Clark,NV
19261.0,32.0,Clark,NV
19264.0,32.0,Clark,NV
18958.0,32.0,Clark,NV
18959.0,32.0,Clark,NV
18960.0,32.0,Clark,NV
18961.0,32.0,Clark,NV
18659.0,32.0,Clark,NV
18660.0,32.0,Clark,NV
18661.0,32.0,Clark,NV
18361.0,32.0,Clark,NV
18362.0,32.0,Clark,NV
18062.0,32.0,Clark,NV
26165.0,49.0,Box Elder,UT
26166.0,49.0,Box Elder,UT
26167.0,49.0,Box Elder,UT
26168.0,49.0,Box Elder,UT
26169.0,49.0,Box Elder,UT
26170.0,49.0,Box Elder,UT
26171.0,49.0,Box Elder,UT
26172.0,49.0,Box Elder,UT
26173.0,49.0,Cache,UT
26174.0,49.0,Cache,UT
26175.0,49.0,Rich,UT
26176.0,49.0,Rich,UT
25865.0,49.0,Box Elder,UT
25866.0,49.0,Box Elder,UT
25867.0,49.0,Box Elder,UT
25868.0,49.0,Box Elder,UT
25869.0,49.0,Box Elder,UT
25870.0,49.0,Box Elder,UT
25871.0,49.0,Box Elder,UT
25872.0,49.0,Box Elder,UT
25873.0,49.0,Cache,UT
25874.0,49.0,Cache,UT
25875.0,49.0,Rich,UT
25876.0,49.0,Rich,UT
25565.0,49.0,Box Elder,UT
25566.0,49.0,Box Elder,UT
25567.0,49.0,Box Elder,UT
25568.0,49.0,Box Elder,UT
25569.0,49.0,Box Elder,UT
25570.0,49.0,Box Elder,UT
25571.0,49.0,Box Elder,UT
25572.0,49.0,Box Elder,UT
25573.0,49.0,Weber,UT
25574.0,49.0,Weber,UT
25575.0,49.0,Rich,UT
25576.0,49.0,Rich,UT
25265.0,49.0,Box Elder,UT
25266.0,49.0,Box Elder,UT
25267.0,49.0,Box Elder,UT
25268.0,49.0,Box Elder,UT
25269.0,49.0,Box Elder,UT
25270.0,49.0,Box Elder,UT
25271.0,49.0,Weber,UT
25272.0,49.0,Davis,UT
25273.0,49.0,Davis,UT
25274.0,49.0,Morgan,UT
25275.0,49.0,Morgan,UT
25276.0,49.0,Summit,UT
24965.0,49.0,Tooele,UT
24966.0,49.0,Tooele,UT
24967.0,49.0,Tooele,UT
24968.0,49.0,Tooele,UT
24969.0,49.0,Tooele,UT
24970.0,49.0,Tooele,UT
24971.0,49.0,Tooele,UT
24972.0,49.0,Davis,UT
24973.0,49.0,Davis,UT
24974.0,49.0,Morgan,UT
24975.0,49.0,Summit,UT
24976.0,49.0,Summit,UT
24977.0,49.0,Summit,UT
24978.0,49.0,Summit,UT
24979.0,49.0,Summit,UT
24980.0,49.0,Summit,UT
24981.0,49.0,Daggett,UT
24982.0,49.0,Daggett,UT
24983.0,49.0,Daggett,UT
24984.0,49.0,Daggett,UT
24665.0,49.0,Tooele,UT
24666.0,49.0,Tooele,UT
24667.0,49.0,Tooele,UT
24668.0,49.0,Tooele,UT
24669.0,49.0,Tooele,UT
24670.0,49.0,Tooele,UT
24671.0,49.0,Tooele,UT
24672.0,49.0,Salt Lake,UT
24673.0,49.0,Salt Lake,UT
24674.0,49.0,Salt Lake,UT
24675.0,49.0,Wasatch,UT
24676.0,49.0,Summit,UT
24677.0,49.0,Duchesne,UT
24678.0,49.0,Duchesne,UT
24679.0,49.0,Duchesne,UT
24680.0,49.0,Duchesne,UT
24681.0,49.0,Uintah,UT
24682.0,49.0,Uintah,UT
24683.0,49.0,Uintah,UT
24684.0,49.0,Uintah,UT
24365.0,49.0,Tooele,UT
24366.0,49.0,Tooele,UT
24367.0,49.0,Tooele,UT
24368.0,49.0,Tooele,UT
24369.0,49.0,Tooele,UT
24370.0,49.0,Tooele,UT
24371.0,49.0,Tooele,UT
24372.0,49.0,Utah,UT
24373.0,49.0,Utah,UT
24374.0,49.0,Utah,UT
24375.0,49.0,Wasatch,UT
24376.0,49.0,Wasatch,UT
24377.0,49.0,Duchesne,UT
24378.0,49.0,Duchesne,UT
24379.0,49.0,Duchesne,UT
24380.0,49.0,Duchesne,UT
24381.0,49.0,Uintah,UT
24382.0,49.0,Uintah,UT
24383.0,49.0,Uintah,UT
24384.0,49.0,Uintah,UT
24065.0,49.0,Tooele,UT
24066.0,49.0,Tooele,UT
24067.0,49.0,Tooele,UT
24068.0,49.0,Tooele,UT
24069.0,49.0,Tooele,UT
24070.0,49.0,Tooele,UT
24071.0,49.0,Tooele,UT
24072.0,49.0,Utah,UT
24073.0,49.0,Utah,UT
24074.0,49.0,Utah,UT
24075.0,49.0,Utah,UT
24076.0,49.0,Wasatch,UT
24077.0,49.0,Duchesne,UT
24078.0,49.0,Duchesne,UT
24079.0,49.0,Duchesne,UT
24080.0,49.0,Duchesne,UT
24081.0,49.0,Uintah,UT
24082.0,49.0,Uintah,UT
24083.0,49.0,Uintah,UT
24084.0,49.0,Uintah,UT
23765.0,49.0,Juab,UT
23766.0,49.0,Juab,UT
23767.0,49.0,Juab,UT
23768.0,49.0,Juab,UT
23769.0,49.0,Juab,UT
23770.0,49.0,Juab,UT
23771.0,49.0,Juab,UT
23772.0,49.0,Juab,UT
23773.0,49.0,Juab,UT
23774.0,49.0,Utah,UT
23775.0,49.0,Utah,UT
23776.0,49.0,Utah,UT
23777.0,49.0,Utah,UT
23778.0,49.0,Duchesne,UT
23779.0,49.0,Duchesne,UT
23780.0,49.0,Duchesne,UT
23781.0,49.0,Uintah,UT
23782.0,49.0,Uintah,UT
23783.0,49.0,Uintah,UT
23784.0,49.0,Uintah,UT
23465.0,49.0,Juab,UT
23466.0,49.0,Juab,UT
23467.0,49.0,Juab,UT
23468.0,49.0,Juab,UT
23469.0,49.0,Juab,UT
23470.0,49.0,Juab,UT
23471.0,49.0,Juab,UT
23472.0,49.0,Juab,UT
23473.0,49.0,Juab,UT
23474.0,49.0,Sanpete,UT
23475.0,49.0,Sanpete,UT
23476.0,49.0,Carbon,UT
23477.0,49.0,Carbon,UT
23478.0,49.0,Carbon,UT
23479.0,49.0,Carbon,UT
23480.0,49.0,Carbon,UT
23481.0,49.0,Uintah,UT
23482.0,49.0,Uintah,UT
23483.0,49.0,Uintah,UT
23484.0,49.0,Uintah,UT
23165.0,49.0,Millard,UT
23166.0,49.0,Millard,UT
23167.0,49.0,Millard,UT
23168.0,49.0,Millard,UT
23169.0,49.0,Millard,UT
23170.0,49.0,Millard,UT
23171.0,49.0,Millard,UT
23172.0,49.0,Juab,UT
23173.0,49.0,Sanpete,UT
23174.0,49.0,Sanpete,UT
23175.0,49.0,Sanpete,UT
23176.0,49.0,Emery,UT
23177.0,49.0,Emery,UT
23178.0,49.0,Emery,UT
23179.0,49.0,Emery,UT
23180.0,49.0,Emery,UT
23181.0,49.0,Grand,UT
23182.0,49.0,Grand,UT
23183.0,49.0,Grand,UT
23184.0,49.0,Grand,UT
22865.0,49.0,Millard,UT
22866.0,49.0,Millard,UT
22867.0,49.0,Millard,UT
22868.0,49.0,Millard,UT
22869.0,49.0,Millard,UT
22870.0,49.0,Millard,UT
22871.0,49.0,Millard,UT
22872.0,49.0,Millard,UT
22873.0,49.0,Sanpete,UT
22874.0,49.0,Sanpete,UT
22875.0,49.0,Sanpete,UT
22876.0,49.0,Emery,UT
22877.0,49.0,Emery,UT
22878.0,49.0,Emery,UT
22879.0,49.0,Emery,UT
22880.0,49.0,Emery,UT
22881.0,49.0,Grand,UT
22882.0,49.0,Grand,UT
22883.0,49.0,Grand,UT
22884.0,49.0,Grand,UT
22565.0,49.0,Millard,UT
22566.0,49.0,Millard,UT
22567.0,49.0,Millard,UT
22568.0,49.0,Millard,UT
22569.0,49.0,Millard,UT
22570.0,49.0,Millard,UT
22571.0,49.0,Millard,UT
22572.0,49.0,Sevier,UT
22573.0,49.0,Sevier,UT
22574.0,49.0,Sevier,UT
22575.0,49.0,Sevier,UT
22576.0,49.0,Emery,UT
22577.0,49.0,Emery,UT
22578.0,49.0,Emery,UT
22579.0,49.0,Emery,UT
22580.0,49.0,Grand,UT
22581.0,49.0,Grand,UT
22582.0,49.0,Grand,UT
22583.0,49.0,Grand,UT
22584.0,49.0,Grand,UT
22265.0,49.0,Millard,UT
22266.0,49.0,Millard,UT
22267.0,49.0,Millard,UT
22268.0,49.0,Millard,UT
22269.0,49.0,Millard,UT
22270.0,49.0,Millard,UT
22271.0,49.0,Sevier,UT
22272.0,49.0,Sevier,UT
22273.0,49.0,Sevier,UT
22274.0,49.0,Sevier,UT
22275.0,49.0,Sevier,UT
22276.0,49.0,Emery,UT
22277.0,49.0,Emery,UT
22278.0,49.0,Emery,UT
22279.0,49.0,Emery,UT
22280.0,49.0,Emery,UT
22281.0,49.0,Grand,UT
22282.0,49.0,Grand,UT
22283.0,49.0,Grand,UT
22284.0,49.0,Grand,UT
21965.0,49.0,Beaver,UT
21966.0,49.0,Beaver,UT
21967.0,49.0,Beaver,UT
21968.0,49.0,Beaver,UT
21969.0,49.0,Beaver,UT
21970.0,49.0,Beaver,UT
21971.0,49.0,Beaver,UT
21972.0,49.0,Piute,UT
21973.0,49.0,Piute,UT
21974.0,49.0,Wayne,UT
21975.0,49.0,Wayne,UT
21976.0,49.0,Wayne,UT
21977.0,49.0,Wayne,UT
21978.0,49.0,Wayne,UT
21979.0,49.0,Wayne,UT
21980.0,49.0,Wayne,UT
21981.0,49.0,San Juan,UT
21982.0,49.0,San Juan,UT
21983.0,49.0,San Juan,UT
21984.0,49.0,San Juan,UT
21665.0,49.0,Iron,UT
21666.0,49.0,Iron,UT
21667.0,49.0,Iron,UT
21668.0,49.0,Iron,UT
21669.0,49.0,Iron,UT
21670.0,49.0,Iron,UT
21671.0,49.0,Garfield,UT
21672.0,49.0,Garfield,UT
21673.0,49.0,Garfield,UT
21674.0,49.0,Garfield,UT
21675.0,49.0,Garfield,UT
21676.0,49.0,Garfield,UT
21677.0,49.0,Garfield,UT
21678.0,49.0,Garfield,UT
21679.0,49.0,Garfield,UT
21680.0,49.0,Garfield,UT
21681.0,49.0,San Juan,UT
21682.0,49.0,San Juan,UT
21683.0,49.0,San Juan,UT
21684.0,49.0,San Juan,UT
21365.0,49.0,Iron,UT
21366.0,49.0,Iron,UT
21367.0,49.0,Iron,UT
21368.0,49.0,Iron,UT
21369.0,49.0,Iron,UT
21370.0,49.0,Iron,UT
21371.0,49.0,Garfield,UT
21372.0,49.0,Garfield,UT
21373.0,49.0,Garfield,UT
21374.0,49.0,Garfield,UT
21375.0,49.0,Garfield,UT
21376.0,49.0,Garfield,UT
21377.0,49.0,Garfield,UT
21378.0,49.0,Garfield,UT
21379.0,49.0,San Juan,UT
21380.0,49.0,San Juan,UT
21381.0,49.0,San Juan,UT
21382.0,49.0,San Juan,UT
21383.0,49.0,San Juan,UT
21384.0,49.0,San Juan,UT
21065.0,49.0,Iron,UT
21066.0,49.0,Iron,UT
21067.0,49.0,Iron,UT
21068.0,49.0,Iron,UT
21069.0,49.0,Iron,UT
21070.0,49.0,Garfield,UT
21071.0,49.0,Garfield,UT
21072.0,49.0,Garfield,UT
21073.0,49.0,Garfield,UT
21074.0,49.0,Garfield,UT
21075.0,49.0,Garfield,UT
21076.0,49.0,Garfield,UT
21077.0,49.0,Garfield,UT
21078.0,49.0,Garfield,UT
21079.0,49.0,San Juan,UT
21080.0,49.0,San Juan,UT
21081.0,49.0,San Juan,UT
21082.0,49.0,San Juan,UT
21083.0,49.0,San Juan,UT
21084.0,49.0,San Juan,UT
20765.0,49.0,Washington,UT
20766.0,49.0,Washington,UT
20767.0,49.0,Washington,UT
20768.0,49.0,Washington,UT
20769.0,49.0,Kane,UT
20770.0,49.0,Kane,UT
20771.0,49.0,Kane,UT
20772.0,49.0,Kane,UT
20773.0,49.0,Kane,UT
20774.0,49.0,Kane,UT
20775.0,49.0,Kane,UT
20776.0,49.0,Kane,UT
20777.0,49.0,Kane,UT
20778.0,49.0,San Juan,UT
20779.0,49.0,San Juan,UT
20780.0,49.0,San Juan,UT
20781.0,49.0,San Juan,UT
20782.0,49.0,San Juan,UT
20783.0,49.0,San Juan,UT
20784.0,49.0,San Juan,UT
20465.0,49.0,Washington,UT
20466.0,49.0,Washington,UT
20467.0,49.0,Washington,UT
20468.0,49.0,Washington,UT
20469.0,49.0,Kane,UT
20470.0,49.0,Kane,UT
20471.0,49.0,Kane,UT
20472.0,49.0,Kane,UT
20473.0,49.0,Kane,UT
20474.0,49.0,Kane,UT
20475.0,49.0,Kane,UT
20476.0,49.0,Kane,UT
20477.0,49.0,San Juan,UT
20478.0,49.0,San Juan,UT
20479.0,49.0,San Juan,UT
20480.0,49.0,San Juan,UT
20481.0,49.0,San Juan,UT
20482.0,49.0,San Juan,UT
20483.0,49.0,San Juan,UT
20484.0,49.0,San Juan,UT
26297.0,39.0,Ashtabula,OH
26298.0,39.0,Ashtabula,OH
25982.0,39.0,Williams,OH
25983.0,39.0,Fulton,OH
25984.0,39.0,Fulton,OH
25985.0,39.0,Lucas,OH
25986.0,39.0,Lucas,OH
25987.0,39.0,Lucas,OH
25995.0,39.0,Lake,OH
25996.0,39.0,Geauga,OH
25997.0,39.0,Ashtabula,OH
25998.0,39.0,Ashtabula,OH
25682.0,39.0,Defiance,OH
25683.0,39.0,Defiance,OH
25684.0,39.0,Henry,OH
25685.0,39.0,Wood,OH
25686.0,39.0,Wood,OH
25687.0,39.0,Sandusky,OH
25688.0,39.0,Sandusky,OH
25689.0,39.0,Sandusky,OH
25690.0,39.0,Erie,OH
25691.0,39.0,Erie,OH
25692.0,39.0,Lorain,OH
25693.0,39.0,Cuyahoga,OH
25694.0,39.0,Cuyahoga,OH
25695.0,39.0,Geauga,OH
25696.0,39.0,Geauga,OH
25697.0,39.0,Trumbull,OH
25698.0,39.0,Trumbull,OH
25382.0,39.0,Paulding,OH
25383.0,39.0,Paulding,OH
25384.0,39.0,Putnam,OH
25385.0,39.0,Hancock,OH
25386.0,39.0,Hancock,OH
25387.0,39.0,Seneca,OH
25388.0,39.0,Seneca,OH
25389.0,39.0,Seneca,OH
25390.0,39.0,Huron,OH
25391.0,39.0,Huron,OH
25392.0,39.0,Medina,OH
25393.0,39.0,Medina,OH
25394.0,39.0,Summit,OH
25395.0,39.0,Portage,OH
25396.0,39.0,Portage,OH
25397.0,39.0,Mahoning,OH
25398.0,39.0,Mahoning,OH
25082.0,39.0,Van Wert,OH
25083.0,39.0,Van Wert,OH
25084.0,39.0,Putnam,OH
25085.0,39.0,Hancock,OH
25086.0,39.0,Hancock,OH
25087.0,39.0,Wyandot,OH
25088.0,39.0,Wyandot,OH
25089.0,39.0,Crawford,OH
25090.0,39.0,Richland,OH
25091.0,39.0,Ashland,OH
25092.0,39.0,Wayne,OH
25093.0,39.0,Wayne,OH
25094.0,39.0,Stark,OH
25095.0,39.0,Stark,OH
25096.0,39.0,Stark,OH
25097.0,39.0,Columbiana,OH
25098.0,39.0,Columbiana,OH
24782.0,39.0,Mercer,OH
24783.0,39.0,Auglaize,OH
24784.0,39.0,Auglaize,OH
24785.0,39.0,Hardin,OH
24786.0,39.0,Hardin,OH
24787.0,39.0,Marion,OH
24788.0,39.0,Marion,OH
24789.0,39.0,Morrow,OH
24790.0,39.0,Richland,OH
24791.0,39.0,Richland,OH
24792.0,39.0,Holmes,OH
24793.0,39.0,Holmes,OH
24794.0,39.0,Tuscarawas,OH
24795.0,39.0,Tuscarawas,OH
24796.0,39.0,Carroll,OH
24797.0,39.0,Carroll,OH
24798.0,39.0,Columbiana,OH
24482.0,39.0,Mercer,OH
24483.0,39.0,Shelby,OH
24484.0,39.0,Shelby,OH
24485.0,39.0,Logan,OH
24486.0,39.0,Logan,OH
24487.0,39.0,Union,OH
24488.0,39.0,Delaware,OH
24489.0,39.0,Morrow,OH
24490.0,39.0,Knox,OH
24491.0,39.0,Knox,OH
24492.0,39.0,Coshocton,OH
24493.0,39.0,Coshocton,OH
24494.0,39.0,Tuscarawas,OH
24495.0,39.0,Tuscarawas,OH
24496.0,39.0,Harrison,OH
24497.0,39.0,Harrison,OH
24498.0,39.0,Jefferson,OH
24182.0,39.0,Darke,OH
24183.0,39.0,Miami,OH
24184.0,39.0,Miami,OH
24185.0,39.0,Champaign,OH
24186.0,39.0,Champaign,OH
24187.0,39.0,Union,OH
24188.0,39.0,Franklin,OH
24189.0,39.0,Franklin,OH
24190.0,39.0,Licking,OH
24191.0,39.0,Licking,OH
24192.0,39.0,Muskingum,OH
24193.0,39.0,Muskingum,OH
24194.0,39.0,Guernsey,OH
24195.0,39.0,Guernsey,OH
24196.0,39.0,Belmont,OH
24197.0,39.0,Belmont,OH
23882.0,39.0,Preble,OH
23883.0,39.0,Montgomery,OH
23884.0,39.0,Montgomery,OH
23885.0,39.0,Clark,OH
23886.0,39.0,Clark,OH
23887.0,39.0,Madison,OH
23888.0,39.0,Franklin,OH
23889.0,39.0,Franklin,OH
23890.0,39.0,Fairfield,OH
23891.0,39.0,Perry,OH
23892.0,39.0,Muskingum,OH
23893.0,39.0,Muskingum,OH
23894.0,39.0,Guernsey,OH
23895.0,39.0,Noble,OH
23896.0,39.0,Belmont,OH
23897.0,39.0,Belmont,OH
23582.0,39.0,Preble,OH
23583.0,39.0,Montgomery,OH
23584.0,39.0,Montgomery,OH
23585.0,39.0,Greene,OH
23586.0,39.0,Fayette,OH
23587.0,39.0,Fayette,OH
23588.0,39.0,Pickaway,OH
23589.0,39.0,Pickaway,OH
23590.0,39.0,Fairfield,OH
23591.0,39.0,Perry,OH
23592.0,39.0,Perry,OH
23593.0,39.0,Morgan,OH
23594.0,39.0,Morgan,OH
23595.0,39.0,Noble,OH
23596.0,39.0,Monroe,OH
23282.0,39.0,Butler,OH
23283.0,39.0,Butler,OH
23284.0,39.0,Warren,OH
23285.0,39.0,Clinton,OH
23286.0,39.0,Clinton,OH
23287.0,39.0,Highland,OH
23288.0,39.0,Ross,OH
23289.0,39.0,Ross,OH
23290.0,39.0,Vinton,OH
23291.0,39.0,Vinton,OH
23292.0,39.0,Athens,OH
23293.0,39.0,Athens,OH
23294.0,39.0,Washington,OH
23295.0,39.0,Washington,OH
22982.0,39.0,Hamilton,OH
22983.0,39.0,Hamilton,OH
22984.0,39.0,Clermont,OH
22985.0,39.0,Brown,OH
22986.0,39.0,Highland,OH
22987.0,39.0,Highland,OH
22988.0,39.0,Pike,OH
22989.0,39.0,Pike,OH
22990.0,39.0,Jackson,OH
22991.0,39.0,Vinton,OH
22992.0,39.0,Meigs,OH
22993.0,39.0,Meigs,OH
22684.0,39.0,Clermont,OH
22685.0,39.0,Brown,OH
22686.0,39.0,Adams,OH
22687.0,39.0,Adams,OH
22688.0,39.0,Scioto,OH
22689.0,39.0,Scioto,OH
22690.0,39.0,Jackson,OH
22691.0,39.0,Gallia,OH
22390.0,39.0,Lawrence,OH
22391.0,39.0,Lawrence,OH
26327.0,9.0,Litchfield,CT
26328.0,9.0,Litchfield,CT
26329.0,9.0,Hartford,CT
26330.0,9.0,Hartford,CT
26331.0,9.0,Tolland,CT
26332.0,9.0,Windham,CT
26333.0,9.0,Windham,CT
26027.0,9.0,Litchfield,CT
26028.0,9.0,Litchfield,CT
26029.0,9.0,Hartford,CT
26030.0,9.0,Middlesex,CT
26031.0,9.0,Tolland,CT
26032.0,9.0,New London,CT
26033.0,9.0,New London,CT
25727.0,9.0,Fairfield,CT
25728.0,9.0,New Haven,CT
25729.0,9.0,New Haven,CT
25730.0,9.0,New Haven,CT
25731.0,9.0,New London,CT
25732.0,9.0,New London,CT
25733.0,9.0,New London,CT
25426.0,9.0,Fairfield,CT
25427.0,9.0,Fairfield,CT
26334.0,44.0,Providence,RI
26335.0,44.0,Providence,RI
26034.0,44.0,Kent,RI
25734.0,44.0,Washington,RI
25971.0,18.0,Lake,IN
25972.0,18.0,Porter,IN
25973.0,18.0,LaPorte,IN
25974.0,18.0,LaPorte,IN
25975.0,18.0,St. Joseph,IN
25976.0,18.0,St. Joseph,IN
25977.0,18.0,Elkhart,IN
25978.0,18.0,LaGrange,IN
25979.0,18.0,LaGrange,IN
25980.0,18.0,Steuben,IN
25981.0,18.0,Steuben,IN
25671.0,18.0,Lake,IN
25672.0,18.0,Porter,IN
25673.0,18.0,LaPorte,IN
25674.0,18.0,Starke,IN
25675.0,18.0,Marshall,IN
25676.0,18.0,Marshall,IN
25677.0,18.0,Kosciusko,IN
25678.0,18.0,Noble,IN
25679.0,18.0,Noble,IN
25680.0,18.0,DeKalb,IN
25681.0,18.0,DeKalb,IN
25371.0,18.0,Newton,IN
25372.0,18.0,Jasper,IN
25373.0,18.0,Pulaski,IN
25374.0,18.0,Pulaski,IN
25375.0,18.0,Fulton,IN
25376.0,18.0,Fulton,IN
25377.0,18.0,Kosciusko,IN
25378.0,18.0,Whitley,IN
25379.0,18.0,Whitley,IN
25380.0,18.0,Allen,IN
25381.0,18.0,Allen,IN
25071.0,18.0,Newton,IN
25072.0,18.0,Jasper,IN
25073.0,18.0,White,IN
25074.0,18.0,White,IN
25075.0,18.0,Cass,IN
25076.0,18.0,Miami,IN
25077.0,18.0,Wabash,IN
25078.0,18.0,Huntington,IN
25079.0,18.0,Huntington,IN
25080.0,18.0,Wells,IN
25081.0,18.0,Adams,IN
24771.0,18.0,Benton,IN
24772.0,18.0,Benton,IN
24773.0,18.0,White,IN
24774.0,18.0,Carroll,IN
24775.0,18.0,Carroll,IN
24776.0,18.0,Miami,IN
24777.0,18.0,Miami,IN
24778.0,18.0,Grant,IN
24779.0,18.0,Wells,IN
24780.0,18.0,Wells,IN
24781.0,18.0,Adams,IN
24471.0,18.0,Warren,IN
24472.0,18.0,Warren,IN
24473.0,18.0,Tippecanoe,IN
24474.0,18.0,Clinton,IN
24475.0,18.0,Clinton,IN
24476.0,18.0,Tipton,IN
24477.0,18.0,Tipton,IN
24478.0,18.0,Madison,IN
24479.0,18.0,Delaware,IN
24480.0,18.0,Jay,IN
24481.0,18.0,Jay,IN
24171.0,18.0,Fountain,IN
24172.0,18.0,Fountain,IN
24173.0,18.0,Montgomery,IN
24174.0,18.0,Boone,IN
24175.0,18.0,Boone,IN
24176.0,18.0,Hamilton,IN
24177.0,18.0,Hamilton,IN
24178.0,18.0,Madison,IN
24179.0,18.0,Delaware,IN
24180.0,18.0,Randolph,IN
24181.0,18.0,Randolph,IN
23871.0,18.0,Parke,IN
23872.0,18.0,Parke,IN
23873.0,18.0,Montgomery,IN
23874.0,18.0,Hendricks,IN
23875.0,18.0,Hendricks,IN
23876.0,18.0,Marion,IN
23877.0,18.0,Hancock,IN
23878.0,18.0,Hancock,IN
23879.0,18.0,Henry,IN
23880.0,18.0,Wayne,IN
23881.0,18.0,Wayne,IN
23571.0,18.0,Parke,IN
23572.0,18.0,Parke,IN
23573.0,18.0,Putnam,IN
23574.0,18.0,Hendricks,IN
23575.0,18.0,Morgan,IN
23576.0,18.0,Johnson,IN
23577.0,18.0,Shelby,IN
23578.0,18.0,Rush,IN
23579.0,18.0,Rush,IN
23580.0,18.0,Fayette,IN
23581.0,18.0,Union,IN
23271.0,18.0,Vigo,IN
23272.0,18.0,Clay,IN
23273.0,18.0,Owen,IN
23274.0,18.0,Morgan,IN
23275.0,18.0,Morgan,IN
23276.0,18.0,Johnson,IN
23277.0,18.0,Shelby,IN
23278.0,18.0,Decatur,IN
23279.0,18.0,Decatur,IN
23280.0,18.0,Franklin,IN
23281.0,18.0,Franklin,IN
22970.0,18.0,Sullivan,IN
22971.0,18.0,Sullivan,IN
22972.0,18.0,Greene,IN
22973.0,18.0,Greene,IN
22974.0,18.0,Monroe,IN
22975.0,18.0,Monroe,IN
22976.0,18.0,Brown,IN
22977.0,18.0,Bartholomew,IN
22978.0,18.0,Jennings,IN
22979.0,18.0,Ripley,IN
22980.0,18.0,Ripley,IN
22981.0,18.0,Dearborn,IN
22671.0,18.0,Knox,IN
22672.0,18.0,Knox,IN
22673.0,18.0,Martin,IN
22674.0,18.0,Lawrence,IN
22675.0,18.0,Lawrence,IN
22676.0,18.0,Jackson,IN
22677.0,18.0,Jackson,IN
22678.0,18.0,Jennings,IN
22679.0,18.0,Jefferson,IN
22680.0,18.0,Switzerland,IN
22681.0,18.0,Switzerland,IN
22371.0,18.0,Knox,IN
22372.0,18.0,Daviess,IN
22373.0,18.0,Martin,IN
22374.0,18.0,Orange,IN
22375.0,18.0,Orange,IN
22376.0,18.0,Washington,IN
22377.0,18.0,Scott,IN
22378.0,18.0,Scott,IN
22070.0,18.0,Gibson,IN
22071.0,18.0,Gibson,IN
22072.0,18.0,Pike,IN
22073.0,18.0,Dubois,IN
22074.0,18.0,Crawford,IN
22075.0,18.0,Crawford,IN
22076.0,18.0,Harrison,IN
22077.0,18.0,Floyd,IN
21769.0,18.0,Posey,IN
21770.0,18.0,Vanderburgh,IN
21771.0,18.0,Warrick,IN
21772.0,18.0,Warrick,IN
21773.0,18.0,Spencer,IN
21774.0,18.0,Perry,IN
21776.0,18.0,Harrison,IN
21470.0,18.0,Vanderburgh,IN
21472.0,18.0,Spencer,IN
21474.0,18.0,Perry,IN
25421.0,34.0,Sussex,NJ
25422.0,34.0,Sussex,NJ
25423.0,34.0,Passaic,NJ
25121.0,34.0,Warren,NJ
25122.0,34.0,Morris,NJ
25123.0,34.0,Morris,NJ
25124.0,34.0,Passaic,NJ
24820.0,34.0,Hunterdon,NJ
24821.0,34.0,Hunterdon,NJ
24822.0,34.0,Somerset,NJ
24823.0,34.0,Union,NJ
24521.0,34.0,Hunterdon,NJ
24522.0,34.0,Mercer,NJ
24523.0,34.0,Middlesex,NJ
