grid,statefp,county,state
28310.0,46.0,Oglala Lakota,SD
28311.0,46.0,Oglala Lakota,SD
28312.0,46.0,Jackson,SD
28313.0,46.0,Jackson,SD
28314.0,46.0,Jackson,SD
28315.0,46.0,Jackson,SD
28316.0,46.0,Mellette,SD
28317.0,46.0,Mellette,SD
28318.0,46.0,Mellette,SD
28319.0,46.0,Mellette,SD
28320.0,46.0,Tripp,SD
28321.0,46.0,Tripp,SD
28322.0,46.0,Tripp,SD
28323.0,46.0,Lyman,SD
28324.0,46.0,Brule,SD
28325.0,46.0,Brule,SD
28326.0,46.0,Aurora,SD
28327.0,46.0,Aurora,SD
28328.0,46.0,Davison,SD
28329.0,46.0,Hanson,SD
28330.0,46.0,Hanson,SD
28331.0,46.0,McCook,SD
28332.0,46.0,Minnehaha,SD
28333.0,46.0,Minnehaha,SD
28334.0,46.0,Minnehaha,SD
28005.0,46.0,Fall River,SD
28006.0,46.0,Fall River,SD
28007.0,46.0,Fall River,SD
28008.0,46.0,Fall River,SD
28009.0,46.0,Oglala Lakota,SD
28010.0,46.0,Oglala Lakota,SD
28011.0,46.0,Oglala Lakota,SD
28012.0,46.0,Oglala Lakota,SD
28013.0,46.0,Bennett,SD
28014.0,46.0,Bennett,SD
28015.0,46.0,Bennett,SD
28016.0,46.0,Todd,SD
28017.0,46.0,Todd,SD
28018.0,46.0,Todd,SD
28019.0,46.0,Todd,SD
28020.0,46.0,Tripp,SD
28021.0,46.0,Tripp,SD
28022.0,46.0,Tripp,SD
28023.0,46.0,Gregory,SD
28024.0,46.0,Gregory,SD
28025.0,46.0,Charles Mix,SD
28026.0,46.0,Douglas,SD
28027.0,46.0,Douglas,SD
28028.0,46.0,Douglas,SD
28029.0,46.0,Hutchinson,SD
28030.0,46.0,Hutchinson,SD
28031.0,46.0,Turner,SD
28032.0,46.0,Turner,SD
28033.0,46.0,Lincoln,SD
28034.0,46.0,Lincoln,SD
27705.0,46.0,Fall River,SD
27706.0,46.0,Fall River,SD
27707.0,46.0,Fall River,SD
27708.0,46.0,Fall River,SD
27709.0,46.0,Oglala Lakota,SD
27710.0,46.0,Oglala Lakota,SD
27711.0,46.0,Oglala Lakota,SD
27712.0,46.0,Oglala Lakota,SD
27713.0,46.0,Bennett,SD
27714.0,46.0,Bennett,SD
27715.0,46.0,Bennett,SD
27716.0,46.0,Todd,SD
27717.0,46.0,Todd,SD
27718.0,46.0,Todd,SD
27719.0,46.0,Todd,SD
27720.0,46.0,Tripp,SD
27721.0,46.0,Tripp,SD
27722.0,46.0,Tripp,SD
27723.0,46.0,Gregory,SD
27724.0,46.0,Gregory,SD
27725.0,46.0,Gregory,SD
27726.0,46.0,Charles Mix,SD
27727.0,46.0,Charles Mix,SD
27728.0,46.0,Charles Mix,SD
27729.0,46.0,Bon Homme,SD
27730.0,46.0,Yankton,SD
27731.0,46.0,Yankton,SD
27732.0,46.0,Turner,SD
27733.0,46.0,Lincoln,SD
27734.0,46.0,Lincoln,SD
27428.0,46.0,Charles Mix,SD
27429.0,46.0,Bon Homme,SD
27430.0,46.0,Yankton,SD
27431.0,46.0,Yankton,SD
27432.0,46.0,Clay,SD
27433.0,46.0,Clay,SD
27434.0,46.0,Union,SD
27134.0,46.0,Union,SD
30235.0,33.0,Coos,NH
30236.0,33.0,Coos,NH
29935.0,33.0,Coos,NH
29936.0,33.0,Coos,NH
29635.0,33.0,Coos,NH
29636.0,33.0,Coos,NH
29334.0,33.0,Coos,NH
29335.0,33.0,Coos,NH
29336.0,33.0,Coos,NH
29033.0,33.0,Grafton,NH
29034.0,33.0,Grafton,NH
29035.0,33.0,Carroll,NH
29036.0,33.0,Carroll,NH
28732.0,33.0,Grafton,NH
28733.0,33.0,Grafton,NH
28734.0,33.0,Grafton,NH
28735.0,33.0,Carroll,NH
28736.0,33.0,Carroll,NH
28432.0,33.0,Grafton,NH
28433.0,33.0,Grafton,NH
28434.0,33.0,Belknap,NH
28435.0,33.0,Belknap,NH
28436.0,33.0,Carroll,NH
28131.0,33.0,Sullivan,NH
28132.0,33.0,Sullivan,NH
28133.0,33.0,Merrimack,NH
28134.0,33.0,Merrimack,NH
28135.0,33.0,Belknap,NH
28136.0,33.0,Strafford,NH
27831.0,33.0,Cheshire,NH
27832.0,33.0,Cheshire,NH
27833.0,33.0,Hillsborough,NH
27834.0,33.0,Merrimack,NH
27835.0,33.0,Merrimack,NH
27836.0,33.0,Rockingham,NH
27837.0,33.0,Strafford,NH
27531.0,33.0,Cheshire,NH
27532.0,33.0,Cheshire,NH
27533.0,33.0,Hillsborough,NH
27534.0,33.0,Hillsborough,NH
27535.0,33.0,Rockingham,NH
27536.0,33.0,Rockingham,NH
29777.0,56.0,Park,WY
29778.0,56.0,Park,WY
29779.0,56.0,Park,WY
29780.0,56.0,Park,WY
29781.0,56.0,Park,WY
29782.0,56.0,Park,WY
29783.0,56.0,Park,WY
29784.0,56.0,Park,WY
29785.0,56.0,Park,WY
29786.0,56.0,Park,WY
29787.0,56.0,Big Horn,WY
29788.0,56.0,Big Horn,WY
29789.0,56.0,Big Horn,WY
29790.0,56.0,Sheridan,WY
29791.0,56.0,Sheridan,WY
29792.0,56.0,Sheridan,WY
29793.0,56.0,Sheridan,WY
29794.0,56.0,Sheridan,WY
29795.0,56.0,Sheridan,WY
29796.0,56.0,Sheridan,WY
29797.0,56.0,Campbell,WY
29798.0,56.0,Campbell,WY
29799.0,56.0,Campbell,WY
29800.0,56.0,Campbell,WY
29801.0,56.0,Crook,WY
29802.0,56.0,Crook,WY
29803.0,56.0,Crook,WY
29804.0,56.0,Crook,WY
29477.0,56.0,Teton,WY
29478.0,56.0,Park,WY
29479.0,56.0,Park,WY
29480.0,56.0,Park,WY
29481.0,56.0,Park,WY
29482.0,56.0,Park,WY
29483.0,56.0,Park,WY
29484.0,56.0,Park,WY
29485.0,56.0,Park,WY
29486.0,56.0,Park,WY
29487.0,56.0,Big Horn,WY
29488.0,56.0,Big Horn,WY
29489.0,56.0,Big Horn,WY
29490.0,56.0,Big Horn,WY
29491.0,56.0,Sheridan,WY
29492.0,56.0,Sheridan,WY
29493.0,56.0,Sheridan,WY
29494.0,56.0,Sheridan,WY
29495.0,56.0,Sheridan,WY
29496.0,56.0,Sheridan,WY
29497.0,56.0,Campbell,WY
29498.0,56.0,Campbell,WY
29499.0,56.0,Campbell,WY
29500.0,56.0,Campbell,WY
29501.0,56.0,Crook,WY
29502.0,56.0,Crook,WY
29503.0,56.0,Crook,WY
29504.0,56.0,Crook,WY
29177.0,56.0,Teton,WY
29178.0,56.0,Teton,WY
29179.0,56.0,Teton,WY
29180.0,56.0,Park,WY
29181.0,56.0,Park,WY
29182.0,56.0,Park,WY
29183.0,56.0,Park,WY
29184.0,56.0,Park,WY
29185.0,56.0,Park,WY
29186.0,56.0,Park,WY
29187.0,56.0,Big Horn,WY
29188.0,56.0,Big Horn,WY
29189.0,56.0,Big Horn,WY
29190.0,56.0,Big Horn,WY
29191.0,56.0,Big Horn,WY
29192.0,56.0,Johnson,WY
29193.0,56.0,Johnson,WY
29194.0,56.0,Johnson,WY
29195.0,56.0,Johnson,WY
29196.0,56.0,Johnson,WY
29197.0,56.0,Campbell,WY
29198.0,56.0,Campbell,WY
29199.0,56.0,Campbell,WY
29200.0,56.0,Campbell,WY
29201.0,56.0,Crook,WY
29202.0,56.0,Crook,WY
29203.0,56.0,Crook,WY
29204.0,56.0,Crook,WY
28877.0,56.0,Teton,WY
28878.0,56.0,Teton,WY
28879.0,56.0,Teton,WY
28880.0,56.0,Teton,WY
28881.0,56.0,Park,WY
28882.0,56.0,Park,WY
28883.0,56.0,Park,WY
28884.0,56.0,Park,WY
28885.0,56.0,Park,WY
28886.0,56.0,Park,WY
28887.0,56.0,Washakie,WY
28888.0,56.0,Washakie,WY
28889.0,56.0,Washakie,WY
28890.0,56.0,Washakie,WY
28891.0,56.0,Washakie,WY
28892.0,56.0,Johnson,WY
28893.0,56.0,Johnson,WY
28894.0,56.0,Johnson,WY
28895.0,56.0,Johnson,WY
28896.0,56.0,Johnson,WY
28897.0,56.0,Campbell,WY
28898.0,56.0,Campbell,WY
28899.0,56.0,Campbell,WY
28900.0,56.0,Campbell,WY
28901.0,56.0,Weston,WY
28902.0,56.0,Weston,WY
28903.0,56.0,Weston,WY
28904.0,56.0,Weston,WY
28577.0,56.0,Teton,WY
28578.0,56.0,Teton,WY
28579.0,56.0,Teton,WY
28580.0,56.0,Teton,WY
28581.0,56.0,Fremont,WY
28582.0,56.0,Fremont,WY
28583.0,56.0,Fremont,WY
28584.0,56.0,Park,WY
28585.0,56.0,Hot Springs,WY
28586.0,56.0,Hot Springs,WY
28587.0,56.0,Hot Springs,WY
28588.0,56.0,Washakie,WY
28589.0,56.0,Washakie,WY
28590.0,56.0,Washakie,WY
28591.0,56.0,Washakie,WY
28592.0,56.0,Johnson,WY
28593.0,56.0,Johnson,WY
28594.0,56.0,Johnson,WY
28595.0,56.0,Johnson,WY
28596.0,56.0,Johnson,WY
28597.0,56.0,Campbell,WY
28598.0,56.0,Campbell,WY
28599.0,56.0,Campbell,WY
28600.0,56.0,Campbell,WY
28601.0,56.0,Weston,WY
28602.0,56.0,Weston,WY
28603.0,56.0,Weston,WY
28604.0,56.0,Weston,WY
28277.0,56.0,Teton,WY
28278.0,56.0,Teton,WY
28279.0,56.0,Teton,WY
28280.0,56.0,Teton,WY
28281.0,56.0,Fremont,WY
28282.0,56.0,Fremont,WY
28283.0,56.0,Fremont,WY
28284.0,56.0,Hot Springs,WY
28285.0,56.0,Hot Springs,WY
28286.0,56.0,Hot Springs,WY
28287.0,56.0,Hot Springs,WY
28288.0,56.0,Hot Springs,WY
28289.0,56.0,Hot Springs,WY
28290.0,56.0,Hot Springs,WY
28291.0,56.0,Washakie,WY
28292.0,56.0,Washakie,WY
28293.0,56.0,Johnson,WY
28294.0,56.0,Johnson,WY
28295.0,56.0,Johnson,WY
28296.0,56.0,Johnson,WY
28297.0,56.0,Campbell,WY
28298.0,56.0,Campbell,WY
28299.0,56.0,Campbell,WY
28300.0,56.0,Campbell,WY
28301.0,56.0,Weston,WY
28302.0,56.0,Weston,WY
28303.0,56.0,Weston,WY
28304.0,56.0,Weston,WY
27977.0,56.0,Teton,WY
27978.0,56.0,Teton,WY
27979.0,56.0,Teton,WY
27980.0,56.0,Sublette,WY
27981.0,56.0,Sublette,WY
27982.0,56.0,Fremont,WY
27983.0,56.0,Fremont,WY
27984.0,56.0,Fremont,WY
27985.0,56.0,Fremont,WY
27986.0,56.0,Fremont,WY
27987.0,56.0,Fremont,WY
27988.0,56.0,Fremont,WY
27989.0,56.0,Fremont,WY
27990.0,56.0,Fremont,WY
27991.0,56.0,Natrona,WY
27992.0,56.0,Natrona,WY
27993.0,56.0,Natrona,WY
27994.0,56.0,Natrona,WY
27995.0,56.0,Natrona,WY
27996.0,56.0,Natrona,WY
27997.0,56.0,Converse,WY
27998.0,56.0,Converse,WY
27999.0,56.0,Converse,WY
28000.0,56.0,Converse,WY
28001.0,56.0,Niobrara,WY
28002.0,56.0,Niobrara,WY
28003.0,56.0,Niobrara,WY
28004.0,56.0,Niobrara,WY
27677.0,56.0,Lincoln,WY
27678.0,56.0,Lincoln,WY
27679.0,56.0,Sublette,WY
27680.0,56.0,Sublette,WY
27681.0,56.0,Sublette,WY
27682.0,56.0,Sublette,WY
27683.0,56.0,Fremont,WY
27684.0,56.0,Fremont,WY
27685.0,56.0,Fremont,WY
27686.0,56.0,Fremont,WY
27687.0,56.0,Fremont,WY
27688.0,56.0,Fremont,WY
27689.0,56.0,Fremont,WY
27690.0,56.0,Fremont,WY
27691.0,56.0,Natrona,WY
27692.0,56.0,Natrona,WY
27693.0,56.0,Natrona,WY
27694.0,56.0,Natrona,WY
27695.0,56.0,Natrona,WY
27696.0,56.0,Natrona,WY
27697.0,56.0,Converse,WY
27698.0,56.0,Converse,WY
27699.0,56.0,Converse,WY
27700.0,56.0,Converse,WY
27701.0,56.0,Niobrara,WY
27702.0,56.0,Niobrara,WY
27703.0,56.0,Niobrara,WY
27704.0,56.0,Niobrara,WY
27377.0,56.0,Lincoln,WY
27378.0,56.0,Lincoln,WY
27379.0,56.0,Sublette,WY
27380.0,56.0,Sublette,WY
27381.0,56.0,Sublette,WY
27382.0,56.0,Sublette,WY
27383.0,56.0,Sublette,WY
27384.0,56.0,Fremont,WY
27385.0,56.0,Fremont,WY
27386.0,56.0,Fremont,WY
27387.0,56.0,Fremont,WY
27388.0,56.0,Fremont,WY
27389.0,56.0,Fremont,WY
27390.0,56.0,Fremont,WY
27391.0,56.0,Natrona,WY
27392.0,56.0,Natrona,WY
27393.0,56.0,Natrona,WY
27394.0,56.0,Natrona,WY
27395.0,56.0,Natrona,WY
27396.0,56.0,Natrona,WY
27397.0,56.0,Converse,WY
27398.0,56.0,Converse,WY
27399.0,56.0,Converse,WY
27400.0,56.0,Converse,WY
27401.0,56.0,Niobrara,WY
27402.0,56.0,Niobrara,WY
27403.0,56.0,Niobrara,WY
27404.0,56.0,Niobrara,WY
27077.0,56.0,Lincoln,WY
27078.0,56.0,Lincoln,WY
27079.0,56.0,Sublette,WY
27080.0,56.0,Sublette,WY
27081.0,56.0,Sublette,WY
27082.0,56.0,Sublette,WY
27083.0,56.0,Sublette,WY
27084.0,56.0,Sublette,WY
27085.0,56.0,Fremont,WY
27086.0,56.0,Fremont,WY
27087.0,56.0,Fremont,WY
27088.0,56.0,Fremont,WY
27089.0,56.0,Fremont,WY
27090.0,56.0,Fremont,WY
27091.0,56.0,Natrona,WY
27092.0,56.0,Natrona,WY
27093.0,56.0,Natrona,WY
27094.0,56.0,Natrona,WY
27095.0,56.0,Natrona,WY
27096.0,56.0,Natrona,WY
27097.0,56.0,Converse,WY
27098.0,56.0,Converse,WY
27099.0,56.0,Converse,WY
27100.0,56.0,Converse,WY
27101.0,56.0,Niobrara,WY
27102.0,56.0,Niobrara,WY
27103.0,56.0,Niobrara,WY
27104.0,56.0,Niobrara,WY
26777.0,56.0,Lincoln,WY
26778.0,56.0,Lincoln,WY
26779.0,56.0,Sublette,WY
26780.0,56.0,Sublette,WY
26781.0,56.0,Sublette,WY
26782.0,56.0,Sublette,WY
26783.0,56.0,Sublette,WY
26784.0,56.0,Sublette,WY
26785.0,56.0,Fremont,WY
26786.0,56.0,Fremont,WY
26787.0,56.0,Fremont,WY
26788.0,56.0,Fremont,WY
26789.0,56.0,Fremont,WY
26790.0,56.0,Fremont,WY
26791.0,56.0,Carbon,WY
26792.0,56.0,Carbon,WY
26793.0,56.0,Carbon,WY
26794.0,56.0,Carbon,WY
26795.0,56.0,Carbon,WY
26796.0,56.0,Carbon,WY
26797.0,56.0,Albany,WY
26798.0,56.0,Albany,WY
26799.0,56.0,Converse,WY
26800.0,56.0,Platte,WY
26801.0,56.0,Platte,WY
26802.0,56.0,Goshen,WY
26803.0,56.0,Goshen,WY
26804.0,56.0,Goshen,WY
26477.0,56.0,Lincoln,WY
26478.0,56.0,Lincoln,WY
26479.0,56.0,Lincoln,WY
26480.0,56.0,Lincoln,WY
26481.0,56.0,Sweetwater,WY
26482.0,56.0,Sweetwater,WY
26483.0,56.0,Sweetwater,WY
26484.0,56.0,Sweetwater,WY
26485.0,56.0,Sweetwater,WY
26486.0,56.0,Sweetwater,WY
26487.0,56.0,Sweetwater,WY
26488.0,56.0,Sweetwater,WY
26489.0,56.0,Sweetwater,WY
26490.0,56.0,Sweetwater,WY
26491.0,56.0,Carbon,WY
26492.0,56.0,Carbon,WY
26493.0,56.0,Carbon,WY
26494.0,56.0,Carbon,WY
26495.0,56.0,Carbon,WY
26496.0,56.0,Carbon,WY
26497.0,56.0,Albany,WY
26498.0,56.0,Albany,WY
26499.0,56.0,Albany,WY
26500.0,56.0,Platte,WY
26501.0,56.0,Platte,WY
26502.0,56.0,Goshen,WY
26503.0,56.0,Goshen,WY
26504.0,56.0,Goshen,WY
26177.0,56.0,Lincoln,WY
26178.0,56.0,Lincoln,WY
26179.0,56.0,Lincoln,WY
26180.0,56.0,Lincoln,WY
26181.0,56.0,Sweetwater,WY
26182.0,56.0,Sweetwater,WY
26183.0,56.0,Sweetwater,WY
26184.0,56.0,Sweetwater,WY
26185.0,56.0,Sweetwater,WY
26186.0,56.0,Sweetwater,WY
26187.0,56.0,Sweetwater,WY
26188.0,56.0,Sweetwater,WY
26189.0,56.0,Sweetwater,WY
26190.0,56.0,Sweetwater,WY
26191.0,56.0,Carbon,WY
26192.0,56.0,Carbon,WY
26193.0,56.0,Carbon,WY
26194.0,56.0,Carbon,WY
26195.0,56.0,Carbon,WY
26196.0,56.0,Carbon,WY
26197.0,56.0,Albany,WY
26198.0,56.0,Albany,WY
26199.0,56.0,Albany,WY
26200.0,56.0,Platte,WY
26201.0,56.0,Platte,WY
26202.0,56.0,Goshen,WY
26203.0,56.0,Goshen,WY
26204.0,56.0,Goshen,WY
25877.0,56.0,Lincoln,WY
25878.0,56.0,Lincoln,WY
25879.0,56.0,Lincoln,WY
25880.0,56.0,Lincoln,WY
25881.0,56.0,Sweetwater,WY
25882.0,56.0,Sweetwater,WY
25883.0,56.0,Sweetwater,WY
25884.0,56.0,Sweetwater,WY
25885.0,56.0,Sweetwater,WY
25886.0,56.0,Sweetwater,WY
25887.0,56.0,Sweetwater,WY
25888.0,56.0,Sweetwater,WY
25889.0,56.0,Carbon,WY
25890.0,56.0,Carbon,WY
25891.0,56.0,Carbon,WY
25892.0,56.0,Carbon,WY
25893.0,56.0,Carbon,WY
25894.0,56.0,Carbon,WY
25895.0,56.0,Carbon,WY
25896.0,56.0,Carbon,WY
25897.0,56.0,Albany,WY
25898.0,56.0,Albany,WY
25899.0,56.0,Albany,WY
25900.0,56.0,Laramie,WY
25901.0,56.0,Laramie,WY
25902.0,56.0,Goshen,WY
25903.0,56.0,Goshen,WY
25904.0,56.0,Goshen,WY
25577.0,56.0,Uinta,WY
25578.0,56.0,Uinta,WY
25579.0,56.0,Uinta,WY
25580.0,56.0,Uinta,WY
25581.0,56.0,Sweetwater,WY
25582.0,56.0,Sweetwater,WY
25583.0,56.0,Sweetwater,WY
25584.0,56.0,Sweetwater,WY
25585.0,56.0,Sweetwater,WY
25586.0,56.0,Sweetwater,WY
25587.0,56.0,Sweetwater,WY
25588.0,56.0,Sweetwater,WY
25589.0,56.0,Carbon,WY
25590.0,56.0,Carbon,WY
25591.0,56.0,Carbon,WY
25592.0,56.0,Carbon,WY
25593.0,56.0,Carbon,WY
25594.0,56.0,Carbon,WY
25595.0,56.0,Carbon,WY
25596.0,56.0,Albany,WY
25597.0,56.0,Albany,WY
25598.0,56.0,Albany,WY
25599.0,56.0,Albany,WY
25600.0,56.0,Laramie,WY
25601.0,56.0,Laramie,WY
25602.0,56.0,Laramie,WY
25603.0,56.0,Laramie,WY
25604.0,56.0,Laramie,WY
25277.0,56.0,Uinta,WY
25278.0,56.0,Uinta,WY
25279.0,56.0,Uinta,WY
25280.0,56.0,Uinta,WY
25281.0,56.0,Sweetwater,WY
25282.0,56.0,Sweetwater,WY
25283.0,56.0,Sweetwater,WY
25284.0,56.0,Sweetwater,WY
25285.0,56.0,Sweetwater,WY
25286.0,56.0,Sweetwater,WY
25287.0,56.0,Sweetwater,WY
25288.0,56.0,Sweetwater,WY
25289.0,56.0,Carbon,WY
25290.0,56.0,Carbon,WY
25291.0,56.0,Carbon,WY
25292.0,56.0,Carbon,WY
25293.0,56.0,Carbon,WY
25294.0,56.0,Carbon,WY
25295.0,56.0,Carbon,WY
25296.0,56.0,Albany,WY
25297.0,56.0,Albany,WY
25298.0,56.0,Albany,WY
25299.0,56.0,Albany,WY
25300.0,56.0,Laramie,WY
25301.0,56.0,Laramie,WY
25302.0,56.0,Laramie,WY
25303.0,56.0,Laramie,WY
25304.0,56.0,Laramie,WY
29920.0,36.0,St. Lawrence,NY
29921.0,36.0,St. Lawrence,NY
29922.0,36.0,Franklin,NY
29923.0,36.0,Franklin,NY
29924.0,36.0,Franklin,NY
29925.0,36.0,Clinton,NY
29926.0,36.0,Clinton,NY
29927.0,36.0,Clinton,NY
29619.0,36.0,St. Lawrence,NY
29620.0,36.0,St. Lawrence,NY
29621.0,36.0,St. Lawrence,NY
29622.0,36.0,St. Lawrence,NY
29623.0,36.0,Franklin,NY
29624.0,36.0,Franklin,NY
29625.0,36.0,Clinton,NY
29626.0,36.0,Clinton,NY
29317.0,36.0,Jefferson,NY
29318.0,36.0,St. Lawrence,NY
29319.0,36.0,St. Lawrence,NY
29320.0,36.0,St. Lawrence,NY
29321.0,36.0,St. Lawrence,NY
29322.0,36.0,St. Lawrence,NY
29323.0,36.0,Franklin,NY
29324.0,36.0,Essex,NY
29325.0,36.0,Essex,NY
29326.0,36.0,Essex,NY
29327.0,36.0,Essex,NY
29016.0,36.0,Jefferson,NY
29017.0,36.0,Jefferson,NY
29018.0,36.0,Jefferson,NY
29019.0,36.0,Lewis,NY
29020.0,36.0,St. Lawrence,NY
29021.0,36.0,St. Lawrence,NY
29022.0,36.0,St. Lawrence,NY
29023.0,36.0,Franklin,NY
29024.0,36.0,Essex,NY
29025.0,36.0,Essex,NY
29026.0,36.0,Essex,NY
28716.0,36.0,Jefferson,NY
28717.0,36.0,Jefferson,NY
28718.0,36.0,Lewis,NY
28719.0,36.0,Lewis,NY
28720.0,36.0,Herkimer,NY
28721.0,36.0,Herkimer,NY
28722.0,36.0,Hamilton,NY
28723.0,36.0,Hamilton,NY
28724.0,36.0,Essex,NY
28725.0,36.0,Essex,NY
28726.0,36.0,Essex,NY
28727.0,36.0,Essex,NY
28416.0,36.0,Oswego,NY
28417.0,36.0,Oswego,NY
28418.0,36.0,Lewis,NY
28419.0,36.0,Lewis,NY
28420.0,36.0,Lewis,NY
28421.0,36.0,Herkimer,NY
28422.0,36.0,Hamilton,NY
28423.0,36.0,Hamilton,NY
28424.0,36.0,Warren,NY
28425.0,36.0,Warren,NY
28426.0,36.0,Warren,NY
28090.0,36.0,Orleans,NY
28090.0,36.0,Orleans,NY
28114.0,36.0,Cayuga,NY
28115.0,36.0,Oswego,NY
28116.0,36.0,Oswego,NY
28117.0,36.0,Oswego,NY
28118.0,36.0,Oneida,NY
28119.0,36.0,Oneida,NY
28120.0,36.0,Oneida,NY
28121.0,36.0,Herkimer,NY
28122.0,36.0,Hamilton,NY
28123.0,36.0,Hamilton,NY
28124.0,36.0,Warren,NY
28125.0,36.0,Saratoga,NY
28126.0,36.0,Warren,NY
28127.0,36.0,Washington,NY
27805.0,36.0,Niagara,NY
27806.0,36.0,Niagara,NY
27807.0,36.0,Genesee,NY
27808.0,36.0,Genesee,NY
27809.0,36.0,Monroe,NY
27810.0,36.0,Monroe,NY
27811.0,36.0,Monroe,NY
27812.0,36.0,Wayne,NY
27813.0,36.0,Wayne,NY
27814.0,36.0,Cayuga,NY
27815.0,36.0,Onondaga,NY
27816.0,36.0,Onondaga,NY
27817.0,36.0,Madison,NY
27818.0,36.0,Oneida,NY
27819.0,36.0,Oneida,NY
27820.0,36.0,Herkimer,NY
27821.0,36.0,Herkimer,NY
27822.0,36.0,Fulton,NY
27823.0,36.0,Fulton,NY
27824.0,36.0,Fulton,NY
27825.0,36.0,Saratoga,NY
27826.0,36.0,Saratoga,NY
27827.0,36.0,Washington,NY
27505.0,36.0,Erie,NY
27506.0,36.0,Erie,NY
27507.0,36.0,Genesee,NY
27508.0,36.0,Genesee,NY
27509.0,36.0,Livingston,NY
27510.0,36.0,Livingston,NY
27511.0,36.0,Ontario,NY
27512.0,36.0,Ontario,NY
27513.0,36.0,Seneca,NY
27514.0,36.0,Cayuga,NY
27515.0,36.0,Onondaga,NY
27516.0,36.0,Onondaga,NY
27517.0,36.0,Madison,NY
27518.0,36.0,Madison,NY
27519.0,36.0,Oneida,NY
27520.0,36.0,Otsego,NY
27521.0,36.0,Otsego,NY
27522.0,36.0,Montgomery,NY
27523.0,36.0,Montgomery,NY
27524.0,36.0,Schenectady,NY
27525.0,36.0,Saratoga,NY
27526.0,36.0,Rensselaer,NY
27527.0,36.0,Rensselaer,NY
27205.0,36.0,Erie,NY
27206.0,36.0,Erie,NY
27207.0,36.0,Wyoming,NY
27208.0,36.0,Wyoming,NY
27209.0,36.0,Livingston,NY
27210.0,36.0,Livingston,NY
27211.0,36.0,Ontario,NY
27212.0,36.0,Yates,NY
27213.0,36.0,Seneca,NY
27214.0,36.0,Cayuga,NY
27215.0,36.0,Cayuga,NY
27216.0,36.0,Cortland,NY
27217.0,36.0,Chenango,NY
27218.0,36.0,Chenango,NY
27219.0,36.0,Chenango,NY
27220.0,36.0,Otsego,NY
27221.0,36.0,Otsego,NY
27222.0,36.0,Schoharie,NY
27223.0,36.0,Schoharie,NY
27224.0,36.0,Albany,NY
27225.0,36.0,Albany,NY
27226.0,36.0,Rensselaer,NY
27227.0,36.0,Rensselaer,NY
26903.0,36.0,Chautauqua,NY
26904.0,36.0,Chautauqua,NY
26905.0,36.0,Cattaraugus,NY
26906.0,36.0,Cattaraugus,NY
26907.0,36.0,Cattaraugus,NY
26908.0,36.0,Allegany,NY
26909.0,36.0,Allegany,NY
26910.0,36.0,Steuben,NY
26911.0,36.0,Steuben,NY
26912.0,36.0,Steuben,NY
26913.0,36.0,Schuyler,NY
26914.0,36.0,Tompkins,NY
26915.0,36.0,Tompkins,NY
26916.0,36.0,Tioga,NY
26917.0,36.0,Broome,NY
26918.0,36.0,Chenango,NY
26919.0,36.0,Otsego,NY
26920.0,36.0,Delaware,NY
26921.0,36.0,Delaware,NY
26922.0,36.0,Delaware,NY
26923.0,36.0,Schoharie,NY
26924.0,36.0,Greene,NY
26925.0,36.0,Greene,NY
26926.0,36.0,Columbia,NY
26602.0,36.0,Chautauqua,NY
26603.0,36.0,Chautauqua,NY
26604.0,36.0,Chautauqua,NY
26605.0,36.0,Cattaraugus,NY
26606.0,36.0,Cattaraugus,NY
26607.0,36.0,Cattaraugus,NY
26608.0,36.0,Allegany,NY
26609.0,36.0,Allegany,NY
26610.0,36.0,Steuben,NY
26611.0,36.0,Steuben,NY
26612.0,36.0,Steuben,NY
26613.0,36.0,Chemung,NY
26614.0,36.0,Chemung,NY
26615.0,36.0,Tioga,NY
26616.0,36.0,Tioga,NY
26617.0,36.0,Broome,NY
26618.0,36.0,Broome,NY
26619.0,36.0,Delaware,NY
26620.0,36.0,Delaware,NY
26621.0,36.0,Delaware,NY
26622.0,36.0,Delaware,NY
26623.0,36.0,Ulster,NY
26624.0,36.0,Greene,NY
26625.0,36.0,Columbia,NY
26626.0,36.0,Columbia,NY
26320.0,36.0,Delaware,NY
26321.0,36.0,Sullivan,NY
26322.0,36.0,Sullivan,NY
26323.0,36.0,Ulster,NY
26324.0,36.0,Ulster,NY
26325.0,36.0,Dutchess,NY
26326.0,36.0,Dutchess,NY
26021.0,36.0,Sullivan,NY
26022.0,36.0,Sullivan,NY
26023.0,36.0,Ulster,NY
26024.0,36.0,Ulster,NY
26025.0,36.0,Dutchess,NY
26026.0,36.0,Dutchess,NY
25722.0,36.0,Orange,NY
25723.0,36.0,Orange,NY
25724.0,36.0,Orange,NY
25725.0,36.0,Putnam,NY
25726.0,36.0,Putnam,NY
25424.0,36.0,Rockland,NY
25425.0,36.0,Westchester,NY
25125.0,36.0,Bronx,NY
25126.0,36.0,Nassau,NY
25127.0,36.0,Suffolk,NY
25128.0,36.0,Suffolk,NY
25129.0,36.0,Suffolk,NY
25130.0,36.0,Suffolk,NY
25131.0,36.0,Suffolk,NY
24824.0,36.0,Richmond,NY
24825.0,36.0,Kings,NY
24826.0,36.0,Nassau,NY
24827.0,36.0,Suffolk,NY
29928.0,50.0,Franklin,VT
29929.0,50.0,Franklin,VT
29930.0,50.0,Franklin,VT
